dataset,N,N_indexed,method,attack,frac,seed,recon_f1,recon_em,distinguish_auc
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.2,8,,,0.81854
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.2,9,0.394685,0.056067,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.2,9,,,0.829881
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,0,0.401516,0.026876,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,0,,,0.864022
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,1,0.411014,0.03933,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,1,,,0.873079
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,2,0.36836,0.070601,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,2,,,0.847637
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,3,0.388931,0.049879,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,3,,,0.860923
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,4,0.367578,0.060502,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,4,,,0.847416
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,5,0.375999,0.048422,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,5,,,0.852965
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,6,0.389733,0.066775,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,6,,,0.863743
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,7,0.401241,0.069549,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,7,,,0.867609
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,8,0.413024,0.042086,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,8,,,0.874281
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.3,9,0.374991,0.02623,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.3,9,,,0.853602
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,0,0.381532,0.062917,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,0,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,1,0.405562,0.04723,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,1,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,2,0.380614,0.062179,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,2,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,3,0.344237,0.067896,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,3,,,0.859684
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,4,0.421097,0.052243,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,4,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,5,0.377887,0.069782,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,5,,,0.878886
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,6,0.443341,0.056335,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,6,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,7,0.411906,0.060741,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,7,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,8,0.413911,0.056846,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,8,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.4,9,0.411985,0.061053,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.4,9,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,0,0.454648,0.069213,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,0,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,1,0.397638,0.076008,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,1,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,2,0.429118,0.057353,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,2,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,3,0.424798,0.07223,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,3,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,4,0.471102,0.062456,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,4,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,5,0.415125,0.069042,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,5,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,6,0.393124,0.043287,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,6,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,7,0.425974,0.059086,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,7,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,8,0.394565,0.068397,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,8,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A1_reconstruction,0.5,9,0.383454,0.077147,
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,A2_distinguishing,0.5,9,,,0.88
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,0,0.300887,0.058453,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,0,,,0.78
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,1,0.369167,0.031052,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,1,,,0.80796076
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,2,0.33724,0.033476,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,2,,,0.7915232999999999
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,3,0.409043,0.044359,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,3,,,0.82506481
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,4,0.359075,0.042182,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,4,,,0.79786832
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,5,0.351079,0.039487,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,5,,,0.7960098899999999
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,6,0.361678,0.058819,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,6,,,0.799513785
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,7,0.361881,0.041925,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,7,,,0.7987755699999999
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,8,0.336293,0.053642,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,8,,,0.78431114
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.1,9,0.328697,0.041255,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.1,9,,,0.78
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,0,0.382937,0.04932,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,0,,,0.845250645
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,1,0.376959,0.036901,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,1,,,0.83834122
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,2,0.443085,0.040765,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,2,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,3,0.37995,0.043675,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,3,,,0.841724785
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,4,0.420181,0.049382,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,4,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,5,0.426071,0.042752,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,5,,,0.863401375
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,6,0.361341,0.043407,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,6,,,0.83072605
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,7,0.386261,0.039213,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,7,,,0.8464701800000001
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,8,0.375975,0.046263,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,8,,,0.83806809
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.2,9,0.33025,0.059397,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.2,9,,,0.8117855350000001
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,0,0.373902,0.055746,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,0,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,1,0.373639,0.046694,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,1,,,0.8629525250000001
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,2,0.372631,0.050614,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,2,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,3,0.401907,0.061714,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,3,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,4,0.400221,0.039131,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,4,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,5,0.430933,0.046859,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,5,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,6,0.393993,0.051689,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,6,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,7,0.419443,0.049223,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,7,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,8,0.400399,0.074954,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,8,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.3,9,0.391091,0.052922,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.3,9,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,0,0.382746,0.058014,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,0,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,1,0.399854,0.061125,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,1,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,2,0.368515,0.053811,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,2,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,3,0.402298,0.038612,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,3,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,4,0.391335,0.061891,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,4,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,5,0.360785,0.051845,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,5,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,6,0.433279,0.051477,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,6,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,7,0.429815,0.058107,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,7,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,8,0.441388,0.058335,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,8,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.4,9,0.449558,0.056259,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.4,9,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,0,0.374013,0.063213,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,0,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,1,0.452089,0.061372,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,1,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,2,0.387489,0.065126,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,2,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,3,0.431872,0.070912,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,3,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,4,0.385808,0.075617,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,4,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,5,0.382152,0.059251,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,5,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,6,0.411279,0.050779,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,6,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,7,0.411699,0.045876,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,7,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,8,0.358715,0.056055,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,8,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A1_reconstruction,0.5,9,0.416057,0.053629,
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,A2_distinguishing,0.5,9,,,0.865
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,0,0.378775,0.060835,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,0,,,0.586999
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,1,0.382987,0.034791,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,1,,,0.587544
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,2,0.348712,0.040631,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,2,,,0.572852
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,3,0.285789,0.035143,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,3,,,0.54
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,4,0.365648,0.044402,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,4,,,0.586279
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,5,0.354904,0.034863,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,5,,,0.573396
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,6,0.354566,0.046624,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,6,,,0.579111
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,7,0.356334,0.046369,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,7,,,0.574136
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,8,0.344507,0.026299,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,8,,,0.573469
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.1,9,0.362349,0.058879,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.1,9,,,0.583731
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,0,0.353127,0.044665,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,0,,,0.58649
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,1,0.38813,0.043085,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,1,,,0.606767
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,2,0.377248,0.033233,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,2,,,0.606184
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,3,0.365251,0.052223,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,3,,,0.593785
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,4,0.376805,0.037913,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,4,,,0.596372
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,5,0.356921,0.052657,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,5,,,0.587061
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,6,0.325282,0.033604,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,6,,,0.567269
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,7,0.401418,0.054994,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,7,,,0.606819
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,8,0.402957,0.049823,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,8,,,0.613315
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.2,9,0.368551,0.051243,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.2,9,,,0.585483
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,0,0.40196,0.049598,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,0,,,0.619326
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,1,0.386795,0.047798,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,1,,,0.609877
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,2,0.382238,0.045934,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,2,,,0.608418
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,3,0.3849,0.062411,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,3,,,0.612682
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,4,0.41368,0.052932,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,4,,,0.626964
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,5,0.42413,0.048374,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,5,,,0.626722
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,6,0.408023,0.057346,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,6,,,0.620631
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,7,0.391472,0.06027,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,7,,,0.616777
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,8,0.403219,0.048751,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,8,,,0.625217
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.3,9,0.396909,0.067847,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.3,9,,,0.610284
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,0,0.341781,0.065956,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,0,,,0.59158
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,1,0.379979,0.06202,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,1,,,0.607144
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,2,0.418593,0.061921,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,2,,,0.63434
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,3,0.42675,0.052748,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,3,,,0.632355
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,4,0.39717,0.043959,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,4,,,0.628079
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,5,0.471109,0.046393,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,5,,,0.672714
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,6,0.453105,0.071104,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,6,,,0.65455
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,7,0.37217,0.065304,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,7,,,0.598556
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,8,0.427857,0.065744,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,8,,,0.640614
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.4,9,0.398122,0.066975,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.4,9,,,0.62139
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,0,0.405425,0.066151,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,0,,,0.625966
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,1,0.381734,0.068626,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,1,,,0.621477
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,2,0.358942,0.059909,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,2,,,0.60406
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,3,0.423288,0.053538,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,3,,,0.64784
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,4,0.42635,0.04349,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,4,,,0.651183
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,5,0.396774,0.059119,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,5,,,0.630536
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,6,0.449989,0.064006,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,6,,,0.656743
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,7,0.406413,0.070451,
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A2_distinguishing,0.5,7,,,0.630639
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,A1_reconstruction,0.5,8,0.431929,0.048081,
