dataset,N,N_indexed,method,pattern,frac,seed,result_leak,drift10,recall10,recall_oracle10
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,2,0.0,0.0,0.936052,0.97493
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,3,0.0,0.0,0.938059,0.973881
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,4,0.0,0.0,0.941267,0.976021
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,5,0.0,0.0,0.936797,0.973995
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,6,0.0,0.0,0.937135,0.975545
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,7,0.0,0.0,0.937951,0.973628
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,8,0.0,0.0,0.937098,0.973874
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.0,9,0.0,0.0,0.940183,0.976097
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,0,0.0,0.0,0.960554,0.975738
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,1,0.0,0.0,0.961925,0.976072
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,2,0.0,0.0,0.957549,0.975746
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,3,0.0,0.0,0.960056,0.977105
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,4,0.0,0.0,0.961453,0.977223
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,5,0.0,0.0,0.956197,0.973059
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,6,0.0,0.0,0.957096,0.974302
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,7,0.0,0.0,0.960184,0.97637
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,8,0.0,0.0,0.958581,0.976893
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.0,9,0.0,0.0,0.958834,0.97447
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,0,0.0,0.0,0.971478,0.974457
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,1,0.0,0.0,0.969489,0.9753
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,2,0.0,0.0,0.97262,0.975287
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,3,0.0,0.0,0.972212,0.974187
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,4,0.0,0.0,0.973172,0.975562
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,5,0.0,0.0,0.973956,0.977471
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,6,0.0,0.0,0.970098,0.975072
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,7,0.0,0.0,0.969231,0.974643
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,8,0.0,0.0,0.975705,0.977426
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.0,9,0.0,0.0,0.976891,0.976714
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,0,0.0,0.0,0.959217,0.975143
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,1,0.0,0.0,0.952524,0.9746
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,2,0.0,0.0,0.952951,0.973567
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,3,0.0,0.0,0.955476,0.974911
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,4,0.0,0.0,0.960957,0.977976
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,5,0.0,0.0,0.955518,0.977356
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,6,0.0,0.0,0.954728,0.976791
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,7,0.0,0.0,0.955425,0.976026
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,8,0.0,0.0,0.957632,0.975008
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.0,9,0.0,0.0,0.957654,0.977779
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,0,0.0,0.0,0.954636,0.972114
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,1,0.0,0.0,0.954528,0.975226
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,2,0.0,0.0,0.957096,0.976079
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,3,0.0,0.0,0.956477,0.975403
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,4,0.0,0.0,0.954799,0.973249
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,5,0.0,0.0,0.955434,0.974338
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,6,0.0,0.0,0.962663,0.976806
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,7,0.0,0.0,0.957253,0.976353
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,8,0.0,0.0,0.958374,0.97516
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.0,9,0.0,0.0,0.962339,0.977593
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,0,0.0,0.0,0.953268,0.979447
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,1,0.0,0.0,0.948312,0.975491
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,2,0.0,0.0,0.948352,0.974912
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,3,0.0,0.0,0.952761,0.975607
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,4,0.0,0.0,0.949933,0.973899
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,5,0.0,0.0,0.951093,0.977224
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,6,0.0,0.0,0.949003,0.974798
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,7,0.0,0.0,0.951933,0.976097
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,8,0.0,0.0,0.949802,0.976101
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.0,9,0.0,0.0,0.944793,0.974596
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,0,0.0,0.0,0.9765,0.9765
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,1,0.0,0.0,0.972616,0.972616
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,2,0.0,0.0,0.975483,0.975483
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,3,0.0,0.0,0.97765,0.97765
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,4,0.0,0.0,0.976772,0.976772
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,5,0.0,0.0,0.975272,0.975272
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,6,0.0,0.0,0.975722,0.975722
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,7,0.0,0.0,0.975677,0.975677
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,8,0.0,0.0,0.975507,0.975507
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.0,9,0.0,0.0,0.978504,0.978504
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,0,0.0,0.041277,0.931342,0.972977
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,1,0.0,0.03583,0.937852,0.97574
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,2,0.0,0.03264,0.935031,0.976087
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,3,0.0,0.037627,0.94306,0.979551
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,4,0.0,0.036515,0.939239,0.978779
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,5,0.0,0.034861,0.937198,0.974217
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,6,0.0,0.038791,0.937531,0.975941
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,7,0.0,0.040636,0.935695,0.973775
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,8,0.0,0.036809,0.944876,0.981603
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,9,0.0,0.037995,0.937962,0.977838
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,0,0.0,0.036566,0.930578,0.975821
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,1,0.0,0.035637,0.934034,0.977451
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,2,0.0,0.035591,0.932432,0.975511
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,3,0.0,0.033019,0.929776,0.974358
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,4,0.0,0.034243,0.932346,0.975107
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,5,0.0,0.034084,0.935565,0.977314
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,6,0.0,0.043047,0.935196,0.975324
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,7,0.0,0.032712,0.935378,0.979371
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,8,0.0,0.041042,0.931857,0.974599
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,9,0.0,0.035456,0.934113,0.977013
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,0,0.0,0.000254,0.974574,0.978535
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,1,0.0,0.006351,0.973982,0.977847
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,2,0.0,0.0,0.971136,0.973567
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,3,0.0,4.5e-05,0.973534,0.977093
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,4,0.0,0.0,0.972637,0.977464
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,5,0.0,0.002106,0.97071,0.975827
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,6,0.0,0.000367,0.971007,0.97412
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,7,0.0,0.0,0.974586,0.97712
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,8,0.0,0.0,0.971853,0.974335
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.1,9,0.0,0.000106,0.968728,0.976215
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,0,0.0,0.011238,0.92359,0.975956
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,1,0.0,0.009884,0.926384,0.978716
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,2,0.0,0.010116,0.924121,0.979826
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,3,0.0,0.014579,0.919687,0.975179
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,4,0.0,0.011513,0.923823,0.977899
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,5,0.0,0.011187,0.917284,0.972536
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,6,0.0,0.010733,0.924213,0.977456
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,7,0.0,0.011004,0.924183,0.977369
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,8,0.0,0.012349,0.922245,0.975132
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,9,0.0,0.009287,0.91891,0.975837
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,0,0.0,0.032427,0.94561,0.973524
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,1,0.0,0.034028,0.955822,0.977542
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,2,0.0,0.032824,0.952104,0.976559
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,3,0.0,0.034724,0.946235,0.973105
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,4,0.0,0.030137,0.949915,0.975563
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,5,0.0,0.03221,0.951986,0.975654
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,6,0.0,0.034087,0.945867,0.974308
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,7,0.0,0.040406,0.951484,0.977181
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,8,0.0,0.027292,0.95144,0.975408
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.1,9,0.0,0.033025,0.953361,0.977392
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,0,0.0,0.006124,0.941069,0.975012
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,1,0.0,0.010645,0.939693,0.974313
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,2,0.0,0.006226,0.934796,0.974405
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,3,0.0,0.009267,0.943991,0.977954
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,4,0.0,0.011751,0.938597,0.977176
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,5,0.0,0.008059,0.938306,0.975209
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,6,0.0,0.011398,0.939234,0.974317
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,7,0.0,0.007148,0.936189,0.974149
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,8,0.0,0.008453,0.936375,0.974784
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.1,9,0.0,0.008895,0.935829,0.973778
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,0,0.0,0.020262,0.958805,0.975898
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,1,0.0,0.021561,0.958306,0.97467
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,2,0.0,0.015488,0.962897,0.979128
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,3,0.0,0.020817,0.958004,0.976264
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,4,0.0,0.01721,0.961511,0.977685
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,5,0.0,0.016359,0.961583,0.977217
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,6,0.0,0.014061,0.956471,0.975967
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,7,0.0,0.020796,0.954767,0.972902
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,8,0.0,0.020735,0.959201,0.974481
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,random,0.1,9,0.0,0.015571,0.959926,0.976012
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,0,0.0,0.0,0.973427,0.977964
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,1,0.0,0.0,0.970697,0.977595
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,2,0.0,0.0,0.97808,0.9811
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,3,0.0,0.0,0.969171,0.973748
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,4,0.0,0.00228,0.972045,0.974036
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,5,0.0,0.000762,0.974147,0.975212
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,6,0.0,0.0,0.975268,0.977327
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,7,0.0,0.0,0.974622,0.977829
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,8,0.0,0.005314,0.966655,0.975172
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,random,0.1,9,0.0,0.000773,0.976329,0.977074
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,0,0.0,0.011659,0.952806,0.972356
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,1,0.0,0.011901,0.961218,0.978773
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,2,0.0,0.015657,0.956796,0.978298
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,3,0.0,0.011238,0.956073,0.974186
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,4,0.0,0.018005,0.958602,0.97857
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,5,0.0,0.014763,0.95619,0.976429
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,6,0.0,0.018753,0.957077,0.974157
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,7,0.0,0.013309,0.955123,0.976587
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,8,0.0,0.013667,0.954842,0.976289
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,random,0.1,9,0.0,0.017095,0.954507,0.976926
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,0,0.0,0.012593,0.957963,0.975431
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,1,0.0,0.012477,0.961779,0.977139
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,2,0.0,0.008999,0.953413,0.974674
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,3,0.0,0.011371,0.955382,0.975996
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,4,0.0,0.011516,0.960013,0.979063
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,5,0.0,0.0116,0.95513,0.972702
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,6,0.0,0.009259,0.961962,0.975679
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,7,0.0,0.017675,0.963926,0.978841
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,8,0.0,0.008629,0.953226,0.973579
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,random,0.1,9,0.0,0.013182,0.954139,0.974421
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,0,0.0,0.015892,0.949232,0.97441
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,1,0.0,0.021136,0.949628,0.974656
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,2,0.0,0.023486,0.949304,0.974593
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,3,0.0,0.027091,0.952479,0.974403
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,4,0.0,0.02244,0.948555,0.974519
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,5,0.0,0.02182,0.947075,0.972484
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,6,0.0,0.016773,0.945111,0.972901
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,7,0.0,0.023477,0.946034,0.973856
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,8,0.0,0.021531,0.94874,0.975283
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,random,0.1,9,0.0,0.026833,0.947054,0.975538
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,0,0.0,0.0,0.975494,0.975494
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,1,0.0,0.0,0.975415,0.975415
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,2,0.0,0.0,0.976026,0.976026
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,3,0.0,0.0,0.974504,0.974504
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,4,0.0,0.0,0.975023,0.975023
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,5,0.0,0.0,0.974358,0.974358
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,6,0.0,0.0,0.974881,0.974881
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,7,0.0,0.0,0.973487,0.973487
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,8,0.0,0.0,0.972888,0.972888
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,random,0.1,9,0.0,0.0,0.974847,0.974847
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,0,0.0,0.061704,0.939421,0.98092
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,1,0.0,0.061508,0.941989,0.977902
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,2,0.0,0.059341,0.935463,0.976626
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,3,0.0,0.061872,0.938887,0.977555
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,4,0.0,0.060458,0.93723,0.976855
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,5,0.0,0.058255,0.933327,0.977108
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,6,0.0,0.057377,0.935745,0.977265
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,7,0.0,0.05952,0.933871,0.975135
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,8,0.0,0.06078,0.940608,0.977859
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,9,0.0,0.061429,0.941925,0.976344
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,0,0.0,0.070444,0.932873,0.97549
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,1,0.0,0.063161,0.928674,0.975444
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,2,0.0,0.067951,0.929364,0.975094
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,3,0.0,0.065257,0.93082,0.973308
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,4,0.0,0.067475,0.934584,0.979163
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,5,0.0,0.062259,0.933905,0.978294
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,6,0.0,0.06613,0.927641,0.974222
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,7,0.0,0.06349,0.930432,0.976121
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,8,0.0,0.066737,0.92892,0.973486
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,9,0.0,0.064915,0.936017,0.978206
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,0,0.0,0.006102,0.969548,0.973375
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,1,0.0,0.0,0.973994,0.97699
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,2,0.0,0.003306,0.971239,0.976943
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,3,0.0,0.000729,0.971434,0.976339
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,4,0.0,0.0,0.972804,0.978244
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,5,0.0,0.006139,0.970681,0.975034
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,6,0.0,0.001642,0.972514,0.975466
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,7,0.0,0.005666,0.971032,0.974478
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,8,0.0,0.002823,0.977482,0.978717
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,random,0.2,9,0.0,0.0,0.966948,0.972454
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,0,0.0,0.025392,0.919443,0.974368
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,1,0.0,0.016938,0.926488,0.978073
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,2,0.0,0.019086,0.919451,0.974557
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,3,0.0,0.01728,0.91957,0.977713
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,4,0.0,0.020405,0.919598,0.974659
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,5,0.0,0.019889,0.921257,0.979114
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,6,0.0,0.022268,0.917847,0.976133
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,7,0.0,0.013004,0.921587,0.975242
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,8,0.0,0.023559,0.915593,0.973502
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,9,0.0,0.017295,0.915501,0.970522
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,0,0.0,0.061285,0.949118,0.975684
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,1,0.0,0.055636,0.951079,0.97786
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,2,0.0,0.056388,0.94814,0.974424
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,3,0.0,0.058081,0.951511,0.977134
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,4,0.0,0.058779,0.949857,0.976008
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,5,0.0,0.053648,0.949385,0.974227
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,6,0.0,0.065431,0.94564,0.974491
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,7,0.0,0.055623,0.951867,0.975866
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,8,0.0,0.056075,0.94934,0.977479
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,random,0.2,9,0.0,0.055401,0.948826,0.973352
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.2,0,0.0,0.015314,0.939715,0.973963
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,random,0.2,1,0.0,0.011833,0.940118,0.975607
