dataset,N,N_indexed,pattern,frac,seed,graph_variant,edge_overlap_with_oracle,authorized_largest_component_fraction,avg_shortest_path_length_authorized,out_degree_mean,in_degree_mean,hub_coverage,greedy_search_success_rate,query_expanded_nodes,query_path_length,unauthorized_overlay_endpoint_count
SIFT1M,1000000,1000000,bridge,0.5,4,no-bypass,0.32045,0.885747,4.7209,15.639259,15.754634,0.88,0.809362,18071,7.192514,0
SIFT1M,1000000,1000000,bridge,0.5,0,physical-delete-local-repair,0.470107,0.968224,3.86031,16.773225,15.828782,0.88,0.939979,17084,5.983137,0
SIFT1M,1000000,1000000,bridge,0.5,1,physical-delete-local-repair,0.513787,0.972795,3.812531,16.607936,16.081374,0.88,0.944153,16660,6.123055,0
SIFT1M,1000000,1000000,bridge,0.5,2,physical-delete-local-repair,0.459799,0.972141,3.90285,16.292273,15.475943,0.88,0.94821,15836,6.118188,0
SIFT1M,1000000,1000000,bridge,0.5,3,physical-delete-local-repair,0.404202,0.969201,3.859439,16.358097,16.245507,0.88,0.942277,16988,5.954091,0
SIFT1M,1000000,1000000,bridge,0.5,4,physical-delete-local-repair,0.458128,0.973467,3.834066,16.665021,15.875865,0.88,0.940831,16282,6.152121,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,0,base-before-revocation,0.0,1.0,3.152209,15.102305,16.420401,0.88,0.993867,13323,4.975265,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,1,base-before-revocation,0.0,0.995685,3.140719,16.21687,14.906125,0.88,0.981095,13225,4.995232,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,2,base-before-revocation,0.0,0.992944,3.222633,16.016703,15.053164,0.88,0.986486,13815,4.96523,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,3,base-before-revocation,0.0,0.988539,3.207606,15.667769,16.026071,0.88,0.986757,13629,5.006009,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,4,base-before-revocation,0.0,0.99375,3.17684,15.963247,15.365739,0.88,0.98361,14004,5.048042,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,0,oracle-rebuild-authorized,1.0,0.9937,3.179088,16.250908,16.13254,0.96,0.988509,13915,5.101024,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,1,oracle-rebuild-authorized,1.0,0.987459,3.24729,16.678426,15.826128,0.96,0.984824,13793,5.340065,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,2,oracle-rebuild-authorized,1.0,0.992664,3.230938,16.219616,15.93631,0.96,0.979098,14779,5.346948,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,3,oracle-rebuild-authorized,1.0,0.993755,3.17477,16.637985,16.464579,0.96,0.983461,14369,5.3402,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,4,oracle-rebuild-authorized,1.0,0.995889,3.197273,15.852499,15.962691,0.96,0.98217,14465,5.261574,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,0,lethe-pruned-bypass,0.536504,0.986256,3.348531,15.459962,16.052837,0.96,0.958042,15010,5.53632,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,1,lethe-pruned-bypass,0.490551,0.987597,3.353188,16.553544,16.10106,0.96,0.96458,15820,5.551369,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,2,lethe-pruned-bypass,0.509623,0.986555,3.259588,15.699172,16.076714,0.96,0.973093,14981,5.565911,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,3,lethe-pruned-bypass,0.490946,0.987835,3.406456,15.930345,15.474642,0.96,0.974549,14696,5.523331,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,4,lethe-pruned-bypass,0.581867,0.987375,3.457402,16.046124,15.693506,0.96,0.976215,14992,5.70157,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,0,lethe-full-bypass,0.590763,0.994385,3.255434,15.940295,15.463251,0.96,0.969907,15246,5.346378,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,1,lethe-full-bypass,0.625509,0.990667,3.347051,17.116699,15.616151,0.96,0.978512,14458,5.32683,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,2,lethe-full-bypass,0.594547,0.990898,3.269168,15.740373,15.72665,0.96,0.981951,13871,5.360987,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,3,lethe-full-bypass,0.617993,0.991933,3.357825,16.16042,15.567701,0.96,0.970927,14567,5.304819,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,4,lethe-full-bypass,0.586525,0.987507,3.2869,15.660444,16.953569,0.96,0.973824,14562,5.355279,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,0,no-bypass,0.366682,0.926974,4.141396,16.514773,15.251708,0.88,0.885928,18426,6.956634,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,1,no-bypass,0.382682,0.930879,4.192625,15.813934,16.805147,0.88,0.883325,17936,7.078351,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,2,no-bypass,0.37422,0.929275,4.059317,16.502392,15.658754,0.88,0.883778,17387,7.147167,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,3,no-bypass,0.314566,0.919245,4.128902,15.11606,16.872231,0.88,0.889791,18833,7.167382,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,4,no-bypass,0.353134,0.927027,4.144254,15.932734,15.292987,0.88,0.894197,17899,6.885916,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,0,physical-delete-local-repair,0.475147,0.965343,3.77441,16.384073,15.811939,0.88,0.932391,15977,5.898823,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,1,physical-delete-local-repair,0.447034,0.973543,3.747559,15.774206,15.487476,0.88,0.940048,16560,5.921723,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,2,physical-delete-local-repair,0.416406,0.973418,3.718954,16.253425,15.445176,0.88,0.948568,16174,5.88123,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,3,physical-delete-local-repair,0.464918,0.969288,3.73874,15.67683,15.694986,0.88,0.944931,16298,5.953424,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.1,4,physical-delete-local-repair,0.490409,0.971202,3.684186,15.769178,16.575448,0.88,0.940712,17122,6.019368,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,0,base-before-revocation,0.0,0.994833,3.255564,15.72278,16.287988,0.88,0.984145,13334,5.005177,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,1,base-before-revocation,0.0,0.994435,3.165346,15.124199,15.857305,0.88,0.995265,13767,5.053217,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,2,base-before-revocation,0.0,0.994959,3.090726,16.346656,16.102498,0.88,0.987368,13610,5.043731,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,3,base-before-revocation,0.0,0.995653,3.097329,16.261594,16.166683,0.88,0.990483,13751,5.059758,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,4,base-before-revocation,0.0,0.999235,3.101114,15.67384,16.004704,0.88,0.978387,14060,4.904374,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,0,oracle-rebuild-authorized,1.0,0.99972,3.218516,16.183263,16.669321,0.96,0.981814,14260,5.204082,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,1,oracle-rebuild-authorized,1.0,0.992165,3.145705,15.311178,15.739162,0.96,0.981857,13272,5.279072,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,2,oracle-rebuild-authorized,1.0,0.99165,3.228249,15.739843,15.722997,0.96,0.980798,13737,5.188741,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,3,oracle-rebuild-authorized,1.0,0.996618,3.274702,15.881751,15.905652,0.96,0.970505,12929,5.116734,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,4,oracle-rebuild-authorized,1.0,0.995032,3.197246,15.779208,15.567101,0.96,0.983537,13359,5.248108,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,0,lethe-pruned-bypass,0.532852,0.992113,3.386271,16.09906,16.500461,0.96,0.96595,14831,5.514676,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,1,lethe-pruned-bypass,0.497797,0.989359,3.396859,16.219312,16.146481,0.96,0.965923,16085,5.409673,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,2,lethe-pruned-bypass,0.529767,0.990009,3.452859,16.598966,15.888203,0.96,0.959266,14592,5.650178,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,3,lethe-pruned-bypass,0.50865,0.98805,3.290475,15.539317,16.371156,0.96,0.970045,14934,5.589012,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,4,lethe-pruned-bypass,0.507508,0.991267,3.28793,15.785951,15.790795,0.96,0.960762,14469,5.355706,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,0,lethe-full-bypass,0.633311,0.992845,3.164527,15.880608,16.246707,0.96,0.960593,14772,5.346734,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,1,lethe-full-bypass,0.575452,0.988047,3.335577,16.308256,16.096026,0.96,0.973712,14799,5.332336,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,2,lethe-full-bypass,0.639287,0.990951,3.286251,16.3898,15.696956,0.96,0.964072,14403,5.38199,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,3,lethe-full-bypass,0.640974,0.991983,3.298215,16.094027,16.186809,0.96,0.976872,14505,5.38893,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,4,lethe-full-bypass,0.656216,0.992319,3.241774,16.713757,15.733139,0.96,0.973989,14656,5.338415,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,0,no-bypass,0.303259,0.918198,4.1062,15.952241,16.210756,0.88,0.880924,17149,7.139844,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,1,no-bypass,0.302221,0.917371,4.150012,15.811587,15.701094,0.88,0.860789,17757,7.133937,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,2,no-bypass,0.341691,0.920405,4.229018,16.089305,15.38196,0.88,0.888223,17777,6.896422,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,3,no-bypass,0.316972,0.918386,4.20724,15.532697,16.114307,0.88,0.873922,17253,6.986082,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,4,no-bypass,0.382889,0.918096,4.308989,16.101331,16.02491,0.88,0.887907,18148,7.084044,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,0,physical-delete-local-repair,0.425853,0.970302,3.730174,16.25139,16.387295,0.88,0.950126,16794,5.85545,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,1,physical-delete-local-repair,0.41161,0.970603,3.678094,16.242324,16.215847,0.88,0.939054,16991,6.020634,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,2,physical-delete-local-repair,0.435779,0.965997,3.800426,16.448011,16.742038,0.88,0.942105,15173,5.966882,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,3,physical-delete-local-repair,0.46726,0.962467,3.773824,16.12591,15.81716,0.88,0.947617,16621,6.09837,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.2,4,physical-delete-local-repair,0.423862,0.972749,3.766504,16.281579,15.311522,0.88,0.931104,16432,6.087381,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,0,base-before-revocation,0.0,0.996499,3.206808,15.978063,16.412297,0.88,0.990368,13766,5.089727,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,1,base-before-revocation,0.0,0.993829,3.090386,15.919896,16.002906,0.88,0.978784,14035,4.989483,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,2,base-before-revocation,0.0,0.998451,3.195775,16.238027,15.800536,0.88,0.98492,14093,5.125666,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,3,base-before-revocation,0.0,0.994872,3.168846,15.656204,16.122246,0.88,0.994562,13530,4.956515,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,4,base-before-revocation,0.0,0.996925,3.098497,15.848885,15.437354,0.88,0.972819,13878,4.907718,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,0,oracle-rebuild-authorized,1.0,0.993007,3.135203,15.943606,15.838141,0.96,0.977769,13702,5.313671,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,1,oracle-rebuild-authorized,1.0,0.992945,3.16247,16.404905,15.543686,0.96,0.981872,14046,5.299613,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,2,oracle-rebuild-authorized,1.0,0.996396,3.215575,16.25614,16.702511,0.96,0.980642,13956,5.223585,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,3,oracle-rebuild-authorized,1.0,0.997024,3.251015,15.585755,16.178351,0.96,0.967619,13450,5.276753,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,4,oracle-rebuild-authorized,1.0,0.992336,3.185868,16.49126,16.211456,0.96,0.98541,14126,5.39505,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,0,lethe-pruned-bypass,0.583012,0.985817,3.457695,16.040753,15.852103,0.96,0.952676,15962,5.414342,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,1,lethe-pruned-bypass,0.518489,0.98904,3.420087,16.087659,16.314681,0.96,0.959012,15276,5.357968,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,2,lethe-pruned-bypass,0.482638,0.988629,3.556949,16.03225,16.238719,0.96,0.97149,15326,5.720487,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,3,lethe-pruned-bypass,0.477867,0.989638,3.436409,16.095604,16.126153,0.96,0.967283,14826,5.491035,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,4,lethe-pruned-bypass,0.48052,0.994009,3.317246,15.545881,16.160366,0.96,0.972311,15074,5.48683,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,0,lethe-full-bypass,0.616525,0.990955,3.316231,16.862423,16.463977,0.96,0.982269,14391,5.436258,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,1,lethe-full-bypass,0.62743,0.991031,3.253413,16.27266,15.966005,0.96,0.984565,14717,5.50622,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,2,lethe-full-bypass,0.61074,0.986328,3.164267,15.636493,15.345336,0.96,0.990264,15791,5.481253,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,3,lethe-full-bypass,0.630334,0.992074,3.365778,16.119175,14.802757,0.96,0.987029,14654,5.285834,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,4,lethe-full-bypass,0.605211,0.991247,3.293961,15.855474,15.513974,0.96,0.978979,14437,5.17577,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,0,no-bypass,0.32677,0.917084,4.353457,16.056846,16.002859,0.88,0.865305,17107,7.295969,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,1,no-bypass,0.336582,0.919102,4.272642,16.715099,16.202938,0.88,0.869456,17172,7.186749,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,2,no-bypass,0.291404,0.913321,4.260033,15.830765,15.438233,0.88,0.880285,18030,7.243569,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,3,no-bypass,0.38332,0.916736,4.279706,15.716904,17.45965,0.88,0.866576,17415,7.242493,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,4,no-bypass,0.341784,0.917448,4.292154,16.83185,14.997896,0.88,0.866105,17786,7.32567,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,0,physical-delete-local-repair,0.419126,0.968657,3.756446,16.117111,15.659846,0.88,0.941081,16174,5.82903,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,1,physical-delete-local-repair,0.449531,0.972419,3.709394,16.507619,16.127143,0.88,0.950182,16878,5.91647,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,2,physical-delete-local-repair,0.519063,0.969522,3.654404,15.544271,16.463157,0.88,0.929218,15940,5.769845,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,3,physical-delete-local-repair,0.462249,0.966619,3.818926,16.223412,16.488118,0.88,0.934826,15954,6.106005,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.3,4,physical-delete-local-repair,0.425862,0.967793,3.699243,15.637223,15.309177,0.88,0.939325,16629,5.956139,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,0,base-before-revocation,0.0,0.998129,3.126168,15.887636,16.431639,0.88,0.981018,14188,4.96156,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,1,base-before-revocation,0.0,1.0,3.057854,16.013375,15.728417,0.88,0.993936,14224,4.934823,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,2,base-before-revocation,0.0,0.993088,3.124655,16.711894,16.11458,0.88,0.980794,13778,4.915799,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,3,base-before-revocation,0.0,0.994273,3.172229,16.386028,15.079809,0.88,0.988943,14035,4.938881,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,4,base-before-revocation,0.0,0.996478,3.189078,16.272074,15.871532,0.88,0.970165,13498,4.984341,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,0,oracle-rebuild-authorized,1.0,0.992449,3.141169,15.808506,16.066576,0.96,0.977625,13930,5.263617,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,1,oracle-rebuild-authorized,1.0,1.0,3.259788,16.145749,16.333658,0.96,0.977911,13132,5.146798,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,2,oracle-rebuild-authorized,1.0,0.994888,3.190868,15.412729,15.743303,0.96,0.979032,13647,5.246306,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,3,oracle-rebuild-authorized,1.0,0.989916,3.177983,15.643771,15.696545,0.96,0.978318,14095,5.146127,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,4,oracle-rebuild-authorized,1.0,0.996666,3.20214,16.618446,16.322544,0.96,0.97997,14309,5.218577,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,0,lethe-pruned-bypass,0.561441,0.985355,3.375997,15.982943,16.060724,0.96,0.96758,14307,5.487426,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,1,lethe-pruned-bypass,0.546776,0.986499,3.332782,16.186601,16.083746,0.96,0.9658,15359,5.577251,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,2,lethe-pruned-bypass,0.542727,0.988912,3.361612,16.224021,16.48954,0.96,0.964598,15877,5.582078,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,3,lethe-pruned-bypass,0.493855,0.987458,3.410977,16.349539,15.987499,0.96,0.970241,15517,5.744925,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,4,lethe-pruned-bypass,0.506782,0.987381,3.435493,15.945948,15.287947,0.96,0.958132,14953,5.475054,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,0,lethe-full-bypass,0.656161,0.990098,3.290615,15.423691,15.884169,0.96,0.968936,14000,5.395178,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,1,lethe-full-bypass,0.645817,0.992013,3.300816,15.99308,15.473718,0.96,0.983196,14802,5.409187,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,2,lethe-full-bypass,0.625746,0.992285,3.315371,15.485037,16.179647,0.96,0.975212,15171,5.302452,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,3,lethe-full-bypass,0.605466,0.987297,3.239889,15.916566,15.954375,0.96,0.974366,14212,5.349264,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,4,lethe-full-bypass,0.664791,0.987803,3.31265,16.161138,16.317386,0.96,0.972798,14417,5.294887,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,0,no-bypass,0.404213,0.906743,4.408413,15.777888,15.483195,0.88,0.860017,17022,7.226129,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,1,no-bypass,0.333217,0.911135,4.222607,16.045572,16.131186,0.88,0.862318,16975,7.164689,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,2,no-bypass,0.351168,0.911646,4.3899,16.421502,16.304026,0.88,0.861804,17717,7.041283,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,3,no-bypass,0.334386,0.911074,4.29636,15.261878,15.405306,0.88,0.864985,18458,6.944302,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,4,no-bypass,0.383765,0.910564,4.396882,15.902527,16.127912,0.88,0.864037,18328,6.870071,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,0,physical-delete-local-repair,0.482191,0.970336,3.70481,16.227141,16.269821,0.88,0.948602,16377,6.050758,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,1,physical-delete-local-repair,0.51278,0.96859,3.725675,16.64184,16.836691,0.88,0.931593,16807,5.995624,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,2,physical-delete-local-repair,0.392452,0.967826,3.784121,15.448741,17.048495,0.88,0.930761,16128,6.226751,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,3,physical-delete-local-repair,0.507337,0.973277,3.826397,16.381004,15.514025,0.88,0.937231,16069,5.946847,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.4,4,physical-delete-local-repair,0.449939,0.966194,3.778342,16.151789,16.49483,0.88,0.950479,16652,6.040666,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,0,base-before-revocation,0.0,0.990989,3.176318,15.978667,16.445811,0.88,0.976258,13934,4.947565,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,1,base-before-revocation,0.0,0.997668,3.103718,15.92473,16.19176,0.88,0.984006,14319,5.038249,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,2,base-before-revocation,0.0,0.986382,3.182606,15.655471,16.22314,0.88,0.980284,14617,4.920582,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,3,base-before-revocation,0.0,0.994203,3.172004,15.558294,16.250315,0.88,0.998424,13288,5.085178,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,4,base-before-revocation,0.0,0.99705,3.227482,15.570394,15.753819,0.88,0.994075,14075,4.914492,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,0,oracle-rebuild-authorized,1.0,0.99537,3.229232,15.594887,15.4018,0.96,0.972039,13574,5.155483,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,1,oracle-rebuild-authorized,1.0,0.995858,3.259797,16.1106,15.59455,0.96,0.983413,14176,5.362042,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,2,oracle-rebuild-authorized,1.0,0.996601,3.155082,16.154156,15.383004,0.96,0.97468,15053,5.317326,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,3,oracle-rebuild-authorized,1.0,0.998549,3.158664,16.282835,16.255195,0.96,0.989614,13826,5.078791,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,4,oracle-rebuild-authorized,1.0,0.99355,3.142566,16.256119,16.093798,0.96,0.984555,14113,5.325454,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,0,lethe-pruned-bypass,0.502324,0.985687,3.434096,15.721461,16.233277,0.96,0.961789,15213,5.423921,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,1,lethe-pruned-bypass,0.519335,0.990025,3.41567,16.028554,16.439714,0.96,0.96736,15164,5.588999,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,2,lethe-pruned-bypass,0.495271,0.987779,3.287132,16.507812,16.887742,0.96,0.963703,15537,5.370087,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,3,lethe-pruned-bypass,0.516768,0.98908,3.429641,16.078438,15.831547,0.96,0.957448,14875,5.456982,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,4,lethe-pruned-bypass,0.502322,0.988559,3.46542,15.844219,15.883543,0.96,0.962224,15083,5.585614,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,0,lethe-full-bypass,0.619581,0.996099,3.25684,15.85876,16.189522,0.96,0.973001,14865,5.40221,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,1,lethe-full-bypass,0.630235,0.990963,3.302912,16.243324,15.48847,0.96,0.983675,14585,5.401806,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,2,lethe-full-bypass,0.657037,0.995542,3.297293,15.425639,15.766927,0.96,0.965313,14119,5.541841,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,3,lethe-full-bypass,0.636113,0.992206,3.242636,15.320123,16.488364,0.96,0.984126,14313,5.322544,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,4,lethe-full-bypass,0.575698,0.991683,3.26842,15.733842,16.878215,0.96,0.97681,14746,5.299771,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,0,no-bypass,0.408972,0.907312,4.454472,15.816358,15.778561,0.88,0.87197,17785,6.963873,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,1,no-bypass,0.315923,0.906319,4.441708,16.016444,15.835836,0.88,0.852847,18136,7.075498,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,2,no-bypass,0.327829,0.904913,4.530906,16.485793,16.47025,0.88,0.860237,16647,7.039228,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,3,no-bypass,0.346327,0.907629,4.447083,15.685045,15.876956,0.88,0.847245,17994,6.984589,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,4,no-bypass,0.310608,0.905289,4.391841,16.862968,15.306354,0.88,0.847256,17961,7.227934,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,0,physical-delete-local-repair,0.487798,0.970181,3.810464,15.975455,16.22955,0.88,0.941808,15479,5.859073,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,1,physical-delete-local-repair,0.448589,0.969704,3.723147,16.216609,15.965823,0.88,0.938178,16835,5.994575,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,2,physical-delete-local-repair,0.431736,0.972836,3.851419,16.644979,16.232122,0.88,0.934357,17393,5.792038,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,3,physical-delete-local-repair,0.472692,0.971152,3.702184,15.861388,15.720223,0.88,0.934648,16748,6.025259,0
MIMIC-IV-CaseStudy,1800000,1800000,random,0.5,4,physical-delete-local-repair,0.434177,0.96815,3.831186,15.984034,15.932622,0.88,0.950115,16654,5.969424,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,0,base-before-revocation,0.0,0.99891,3.046948,15.378393,15.846549,0.88,0.987213,13509,4.946033,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,1,base-before-revocation,0.0,0.995005,3.084735,15.564649,15.544989,0.88,0.971727,14103,4.992298,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,2,base-before-revocation,0.0,0.991342,3.15717,15.925353,16.493935,0.88,0.991026,13882,4.785596,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,3,base-before-revocation,0.0,0.995652,3.170377,15.785451,15.980856,0.88,0.977359,14101,5.190961,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,4,base-before-revocation,0.0,0.988808,3.16697,15.392154,15.736813,0.88,0.98687,13398,4.991792,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,0,oracle-rebuild-authorized,1.0,0.998263,3.22511,16.359388,15.548868,0.96,0.993451,13647,5.111044,0
