dataset,N,N_indexed,variant,pattern,frac,seed,score_frontier_expand_result_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,recall10_vs_oracle,latency_mean_ms,latency_p95_ms,latency_p99_ms,overlay_edges,overlay_memory_bytes,revocation_time_ms,distance_computations,expanded_nodes
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.3,8,0.0,0.006257,0.981377,0.995311,5.34174,9.897758,13.728611,215279,1,0.509115,81626,20268
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.3,9,0.0,0.005836,0.983784,0.997752,5.229106,9.662937,12.083791,215279,1,0.506649,82267,18862
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,0,0.0,0.016501,0.980489,0.994411,4.819334,8.961166,12.143499,103499,1,0.276703,74303,17387
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,1,0.0,0.015469,0.976604,0.990471,4.762262,9.056069,12.406999,103499,1,0.284087,75878,17792
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,2,0.0,0.015262,0.979211,0.993115,4.762571,8.753265,12.316325,103499,1,0.283525,77470,17215
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,3,0.0,0.017086,0.976688,0.990556,4.757859,8.665774,11.414212,103499,1,0.287557,75745,16678
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,4,0.0,0.015433,0.979032,0.992933,4.806027,9.129675,12.524993,103499,1,0.295292,74548,17969
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,5,0.0,0.014799,0.978485,0.992379,4.856827,8.716294,11.991784,103499,1,0.28401,74456,17799
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,6,0.0,0.014703,0.980664,0.994589,4.876193,8.415227,13.04397,103499,1,0.262373,75183,17444
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,7,0.0,0.015072,0.980603,0.994526,4.832272,9.028336,13.380827,103499,1,0.287916,75256,16991
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,8,0.0,0.016811,0.979751,0.993662,5.000232,8.87343,12.413763,103499,1,0.301354,77148,18741
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.3,9,0.0,0.01292,0.978281,0.992171,4.767217,9.298458,12.904215,103499,1,0.291282,73152,18715
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,0,0.0,0.003553,0.981898,0.99584,5.189774,10.283038,12.682674,169739,1,0.428473,77939,19039
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,1,0.0,0.002903,0.982291,0.996238,5.063442,9.562911,13.458353,169739,1,0.432456,82960,19223
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,2,0.0,0.004634,0.983357,0.997319,4.957336,9.598486,13.216388,169739,1,0.43089,80234,19656
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,3,0.0,0.005125,0.981339,0.995272,4.986722,9.711063,13.015213,169739,1,0.434263,83167,19144
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,4,0.0,0.004447,0.983481,0.997445,5.020477,9.458196,13.012833,169739,1,0.415737,75191,18585
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,5,0.0,0.005462,0.983271,0.997232,4.937337,9.536426,13.374111,169739,1,0.422434,81526,18255
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,6,0.0,0.003192,0.982933,0.996889,5.081311,8.895654,13.38253,169739,1,0.418531,85262,17916
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,7,0.0,0.001795,0.980638,0.994562,4.96359,9.717621,13.174252,169739,1,0.402133,81383,19917
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,8,0.0,0.005792,0.98051,0.994432,5.046589,9.386958,13.457899,169739,1,0.414381,84570,18028
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.3,9,0.0,0.003108,0.982955,0.996911,4.938776,9.398751,13.406449,169739,1,0.415817,81931,18608
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,0,0.0,0.002697,0.985265,0.999255,5.465109,10.115975,14.656224,248399,1,0.585911,91909,18834
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,1,0.0,0.002975,0.984781,0.998764,5.433858,10.398321,14.066176,248399,1,0.565555,89004,19754
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,2,0.0,0.002535,0.985735,0.999731,5.566231,10.622204,14.140912,248399,1,0.576175,87593,20436
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,3,0.0,0.001846,0.983634,0.9976,5.505077,9.989914,13.788124,248399,1,0.56349,89355,20812
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,4,0.0,0.002258,0.98411,0.998083,5.723464,10.351301,14.825438,248399,1,0.567159,88398,20803
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,5,0.0,0.001333,0.982428,0.996378,5.587822,10.113039,14.014644,248399,1,0.576174,94722,19843
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,6,0.0,0.001499,0.983951,0.997922,5.437462,10.025109,14.699125,248399,1,0.569277,86296,19705
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,7,0.0,0.002179,0.984851,0.998835,5.525682,10.448433,14.293979,248399,1,0.581122,78572,19320
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,8,0.0,0.001138,0.984599,0.998579,5.50671,9.995329,14.366284,248399,1,0.575373,88827,19564
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.3,9,0.0,0.004278,0.984387,0.998364,5.714806,10.391918,14.432281,248399,1,0.582718,92789,21487
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,0,0.0,0.0,0.986594,1.0,3.987796,7.528558,10.478335,0,0,0.066646,63810,15254
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,1,0.0,0.0,0.983636,0.997603,4.148582,7.11674,10.305918,0,0,0.06924,66205,15304
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,2,0.0,0.0,0.985233,0.999222,4.090944,7.711678,9.916689,0,0,0.07492,66448,14346
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,3,0.0,0.0,0.985465,0.999458,4.030396,8.069783,10.420228,0,0,0.070387,65864,15144
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,4,0.0,0.0,0.983307,0.997268,4.10428,7.617577,10.693387,0,0,0.071782,64833,15157
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,5,0.0,0.0,0.98591,0.999909,4.100497,7.722839,10.584486,0,0,0.096768,65748,15217
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,6,0.0,0.0,0.983868,0.997837,3.985735,7.363404,10.966821,0,0,0.078258,69433,15350
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,7,0.0,0.0,0.986144,1.0,4.134924,7.720581,10.299714,0,0,0.084835,64302,14646
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,8,0.0,0.0,0.983773,0.997742,4.127119,7.527751,10.579507,0,0,0.087183,60497,15228
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.3,9,0.0,0.0,0.985617,0.999612,4.180773,7.286755,10.251211,0,0,0.073266,66004,14991
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,0,0.0,0.113803,0.915106,0.928099,4.011097,7.716797,10.682822,0,0,0.074402,66277,14555
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,1,0.0,0.12514,0.910823,0.923756,4.075614,7.457183,10.500705,0,0,0.098667,63358,14403
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,2,0.0,0.124653,0.91786,0.930892,3.951665,7.446534,10.080946,0,0,0.080746,65827,14806
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,3,0.0,0.117707,0.914429,0.927413,4.069281,7.228945,10.069115,0,0,0.083677,65604,14965
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,4,0.0,0.117917,0.914926,0.927917,3.943149,7.413974,10.690959,0,0,0.094749,62169,14343
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,5,0.0,0.121431,0.916783,0.9298,4.02482,6.98681,9.484249,0,0,0.076806,61483,15510
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,6,0.0,0.121679,0.916014,0.929021,4.020727,7.494885,10.063603,0,0,0.090063,64244,14689
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,7,0.0,0.126275,0.922769,0.935872,4.041342,7.195929,9.817975,0,0,0.073764,66321,14691
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,8,0.0,0.120353,0.918505,0.931546,4.043969,7.332926,10.207843,0,0,0.084168,63569,14256
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.4,9,0.0,0.124476,0.911177,0.924115,4.050448,6.800996,9.9213,0,0,0.089994,61994,14249
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,0,0.0,0.013135,0.979787,0.993699,4.659174,8.477631,10.988503,99360,1,0.284194,74788,17707
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,1,0.0,0.015783,0.981552,0.995489,4.679344,8.638212,12.215874,99360,1,0.294891,69459,16936
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,2,0.0,0.012763,0.977939,0.991824,4.563955,8.518239,11.50444,99360,1,0.281709,76808,17061
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,3,0.0,0.010791,0.978963,0.992863,4.775766,8.765499,12.396791,99360,1,0.291878,73997,17604
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,4,0.0,0.013844,0.977008,0.990881,4.652881,8.5081,11.962323,99360,1,0.28152,73236,17568
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,5,0.0,0.011179,0.978012,0.991898,4.630487,8.741742,11.596757,99360,1,0.279682,74132,17363
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,6,0.0,0.016085,0.981586,0.995524,4.611107,8.54827,11.972958,99360,1,0.279582,75196,16487
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,7,0.0,0.015711,0.979195,0.993099,4.68071,8.510453,11.730623,99360,1,0.277732,71921,16880
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,8,0.0,0.015227,0.983534,0.997499,4.640041,8.472633,11.848006,99360,1,0.275196,75019,17291
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.4,9,0.0,0.015545,0.975888,0.989744,4.497877,9.065895,12.544952,99360,1,0.270126,74700,17945
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,0,0.0,0.004641,0.981814,0.995755,5.196803,9.761574,13.773368,287040,1,0.667598,82257,19933
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,1,0.0,0.006378,0.982631,0.996583,5.336417,9.515972,12.90444,287040,1,0.67213,80581,18867
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,2,0.0,0.00655,0.983273,0.997234,5.309535,9.561593,13.050074,287040,1,0.678992,82095,19128
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,3,0.0,0.006031,0.983129,0.997088,5.090855,9.470749,13.692749,287040,1,0.634373,80754,19093
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,4,0.0,0.0076,0.983473,0.997437,5.222062,9.569038,12.902357,287040,1,0.651871,84313,19517
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,5,0.0,0.003549,0.981454,0.995389,5.337999,9.89859,13.483212,287040,1,0.646415,82817,19580
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,6,0.0,0.006862,0.981777,0.995717,5.202982,9.604264,13.387678,287040,1,0.634974,83225,18780
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,7,0.0,0.004786,0.983455,0.997418,5.283583,9.903078,12.885264,287040,1,0.661677,80867,19248
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,8,0.0,0.006111,0.982751,0.996705,5.33471,9.710526,12.419316,287040,1,0.650019,85012,18428
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.4,9,0.0,0.005097,0.984838,0.998822,5.325785,10.043456,13.997613,287040,1,0.650824,86241,18578
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,0,0.0,0.021184,0.980405,0.994326,4.919317,8.979187,13.369476,138000,1,0.363913,74329,16943
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,1,0.0,0.020648,0.976194,0.990055,4.73193,8.642908,12.076085,138000,1,0.366399,77432,17630
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,2,0.0,0.017619,0.978921,0.992821,4.798322,9.171133,12.206629,138000,1,0.369582,76298,16909
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,3,0.0,0.01946,0.977256,0.991132,4.742311,9.136132,12.128251,138000,1,0.351725,75418,18262
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,4,0.0,0.018918,0.977273,0.991149,4.704727,9.400635,12.321025,138000,1,0.351353,75562,17812
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,5,0.0,0.020797,0.979839,0.993752,4.747867,8.582544,12.958115,138000,1,0.342619,73840,17934
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,6,0.0,0.01707,0.972839,0.986653,4.737306,8.746409,12.749346,138000,1,0.34319,76334,18110
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,7,0.0,0.01764,0.976897,0.990768,4.592622,9.376529,12.67181,138000,1,0.365788,77383,17269
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,8,0.0,0.022994,0.977171,0.991046,4.802768,8.748416,12.472969,138000,1,0.355723,73762,17480
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.4,9,0.0,0.020596,0.976512,0.990378,4.881531,8.596291,12.768306,138000,1,0.359059,76727,17048
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,0,0.0,0.004629,0.982582,0.996533,5.156165,9.540952,13.70144,226320,1,0.529905,81081,18830
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,1,0.0,0.00408,0.984284,0.99826,4.923175,9.425716,13.379272,226320,1,0.536502,84355,18979
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,2,0.0,0.003468,0.980974,0.994903,5.002085,9.583798,13.404553,226320,1,0.507718,81128,17274
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,3,0.0,0.004874,0.98085,0.994777,5.254598,9.691429,13.239627,226320,1,0.525659,83931,19174
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,4,0.0,0.003093,0.983655,0.997621,5.227832,9.690498,12.996913,226320,1,0.540387,80672,19138
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,5,0.0,0.003043,0.98416,0.998134,5.172724,9.772644,13.566355,226320,1,0.541839,80728,19212
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,6,0.0,0.005699,0.984687,0.998668,5.001398,9.596023,13.233329,226320,1,0.536237,80990,19239
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,7,0.0,0.004336,0.980375,0.994295,5.209824,9.754393,13.746022,226320,1,0.546271,79709,19080
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,8,0.0,0.003306,0.982494,0.996444,4.984947,9.652476,12.912731,226320,1,0.535278,83119,18845
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.4,9,0.0,0.005516,0.983752,0.99772,5.01655,9.364113,12.964672,226320,1,0.517374,82030,17883
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,0,0.0,0.002347,0.984824,0.998807,5.426464,9.982754,14.27579,331200,1,0.746759,83495,19850
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,1,0.0,0.003502,0.982906,0.996862,5.49647,10.276471,14.531395,331200,1,0.737323,90934,20029
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,2,0.0,0.003458,0.982751,0.996704,5.529517,9.9992,13.769807,331200,1,0.746367,88947,19734
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,3,0.0,0.001894,0.981607,0.995544,5.478637,10.337916,13.55858,331200,1,0.743999,89869,19922
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,4,0.0,0.002914,0.98167,0.995608,5.469364,10.266742,14.234175,331200,1,0.734112,86649,18913
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,5,0.0,0.00304,0.984582,0.998562,5.499645,10.966307,13.754211,331200,1,0.753998,84221,19856
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,6,0.0,0.002026,0.983633,0.9976,5.467408,10.183431,14.463258,331200,1,0.756354,84458,20290
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,7,0.0,0.003855,0.98278,0.996734,5.520068,10.00505,14.236608,331200,1,0.75617,88474,21742
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,8,0.0,0.002299,0.98384,0.997809,5.464324,9.774573,14.299241,331200,1,0.735658,86730,20283
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.4,9,0.0,0.002507,0.984518,0.998497,5.436834,10.550071,13.530168,331200,1,0.732771,88044,20689
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,0,0.0,0.0,0.983328,0.99729,4.105724,7.454491,10.528366,0,0,0.091715,62797,14299
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,1,0.0,0.0,0.986445,1.0,4.220295,7.534058,10.269036,0,0,0.079074,66869,14583
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,2,0.0,0.0,0.986712,1.0,4.22944,7.200474,11.039626,0,0,0.080461,63248,15200
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,3,0.0,0.0,0.988239,1.0,4.107439,7.518738,11.006929,0,0,0.089313,70456,15241
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,4,0.0,0.0,0.987405,1.0,4.083078,7.487551,9.702884,0,0,0.081656,66143,14005
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,5,0.0,0.0,0.983116,0.997075,4.192902,7.41523,10.859203,0,0,0.078959,65257,15500
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,6,0.0,0.0,0.987271,1.0,4.204463,7.223893,10.663135,0,0,0.05528,63893,15426
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,7,0.0,0.0,0.986762,1.0,4.153408,7.955467,10.756461,0,0,0.087187,61803,14715
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,8,0.0,0.0,0.98506,0.999047,4.074245,7.419482,10.026485,0,0,0.081543,63479,15604
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.4,9,0.0,0.0,0.986412,1.0,4.180917,7.562995,9.929521,0,0,0.081654,65712,14658
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,0,0.0,0.144731,0.907591,0.920477,3.926347,7.039265,9.843342,0,0,0.062482,62756,14424
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,1,0.0,0.133756,0.911346,0.924286,4.085224,7.452211,9.619762,0,0,0.090087,64111,13816
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,2,0.0,0.138594,0.908636,0.921537,3.891172,6.81415,10.272753,0,0,0.075068,62740,14639
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,3,0.0,0.131163,0.9117,0.924645,4.045733,7.471899,9.758987,0,0,0.085689,61393,14988
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,4,0.0,0.1482,0.913726,0.926699,3.994558,7.470419,10.494494,0,0,0.078507,66875,15229
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,5,0.0,0.130358,0.905567,0.918425,3.986649,7.344987,10.126202,0,0,0.072728,66968,14598
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,6,0.0,0.127825,0.908586,0.921487,4.03458,7.835581,10.477829,0,0,0.074381,63442,14531
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,7,0.0,0.137711,0.909976,0.922896,3.970315,7.28933,9.547311,0,0,0.102959,63845,14900
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,8,0.0,0.138814,0.914655,0.927642,3.977324,7.020375,10.140161,0,0,0.095156,66439,14053
SIFT1M,1000000,1000000,Lethe-no-bypass,bridge,0.5,9,0.0,0.137955,0.915186,0.92818,4.094962,7.104625,9.575581,0,0,0.061103,60497,14244
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,0,0.0,0.019473,0.98063,0.994554,4.700322,9.049052,12.169355,124200,1,0.348406,77812,17460
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,1,0.0,0.01607,0.978265,0.992155,4.770476,8.538916,12.202006,124200,1,0.333375,77459,17905
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,2,0.0,0.015838,0.978865,0.992764,4.823436,8.871401,12.68223,124200,1,0.317408,73732,17162
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,3,0.0,0.015018,0.977229,0.991105,4.767191,8.899022,11.751993,124200,1,0.329996,72265,17880
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,4,0.0,0.016534,0.981464,0.995399,4.641458,8.780472,11.721998,124200,1,0.345632,72597,16738
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,5,0.0,0.017433,0.980958,0.994886,4.684301,8.592767,11.320639,124200,1,0.334838,74536,17356
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,6,0.0,0.014899,0.979683,0.993593,4.726458,8.712912,12.384262,124200,1,0.317565,70842,16974
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,7,0.0,0.013124,0.978992,0.992893,4.663044,8.632685,11.601552,124200,1,0.317267,70484,15559
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,8,0.0,0.014857,0.981233,0.995165,4.725788,9.208848,11.558962,124200,1,0.313224,69581,16800
SIFT1M,1000000,1000000,Lethe-pruned-bypass,bridge,0.5,9,0.0,0.015227,0.981902,0.995844,4.646314,8.305871,12.120291,124200,1,0.317521,78272,17177
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,0,0.0,0.00761,0.981189,0.99512,5.183386,9.393486,13.203078,358800,1,0.788956,86833,19285
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,1,0.0,0.004884,0.983172,0.997132,5.306894,8.883081,12.892712,358800,1,0.781176,85723,19901
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,2,0.0,0.007049,0.984134,0.998107,5.348464,9.640385,13.469639,358800,1,0.801812,83416,19555
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,3,0.0,0.006628,0.981917,0.995859,5.383,10.444237,13.518059,358800,1,0.789183,80295,18679
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,4,0.0,0.006036,0.981752,0.995692,5.43973,9.845986,12.400394,358800,1,0.791653,82919,19090
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,5,0.0,0.006435,0.984577,0.998557,5.250321,10.012651,13.136059,358800,1,0.798497,81435,19020
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,6,0.0,0.007254,0.982807,0.996762,5.215231,9.608909,13.826144,358800,1,0.793216,80261,19164
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,7,0.0,0.008126,0.98048,0.994402,5.263952,9.645035,12.975045,358800,1,0.818659,82264,18789
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,8,0.0,0.005517,0.981166,0.995098,5.065208,9.8009,12.68993,358800,1,0.804275,85508,20374
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,bridge,0.5,9,0.0,0.007054,0.983846,0.997815,5.369323,9.872891,13.531159,358800,1,0.804321,81725,19877
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,0,0.0,0.021785,0.979442,0.993349,4.577942,9.595768,11.801102,172500,1,0.429379,72959,17487
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,1,0.0,0.022476,0.975048,0.988892,4.743634,8.878546,12.528844,172500,1,0.418372,79424,18632
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,2,0.0,0.02232,0.979641,0.993551,4.763943,8.78028,12.422329,172500,1,0.413319,73156,17776
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,3,0.0,0.017901,0.978288,0.992179,4.799031,8.741912,12.307557,172500,1,0.435771,72620,17913
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,4,0.0,0.020482,0.9787,0.992596,4.83014,8.664728,12.497923,172500,1,0.418499,76614,17197
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,5,0.0,0.019651,0.980617,0.994541,4.726108,8.927537,11.765012,172500,1,0.435378,78058,17601
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,6,0.0,0.021343,0.977093,0.990967,4.926877,9.106637,11.78111,172500,1,0.439367,75820,17672
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,7,0.0,0.018097,0.980074,0.99399,4.706659,8.682291,12.649429,172500,1,0.415277,75109,17582
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,8,0.0,0.021045,0.977498,0.991378,4.959537,8.401738,12.72619,172500,1,0.439739,73556,17039
SIFT1M,1000000,1000000,Lethe-per-role-overlay,bridge,0.5,9,0.0,0.020521,0.976777,0.990646,4.821097,9.185087,12.151016,172500,1,0.426139,75255,17615
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,0,0.0,0.005512,0.983363,0.997325,4.988154,9.408196,13.261894,282900,1,0.640681,81445,17887
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,1,0.0,0.005102,0.984114,0.998087,5.115516,9.155945,12.17033,282900,1,0.643512,80294,19151
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,2,0.0,0.006393,0.984436,0.998413,5.048282,9.654894,12.396299,282900,1,0.64508,78999,18577
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,3,0.0,0.005799,0.983562,0.997528,5.098132,9.276265,13.49315,282900,1,0.665291,82033,18526
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,4,0.0,0.00475,0.983089,0.997048,5.22,9.356785,13.176117,282900,1,0.649687,81218,18128
