dataset,N,N_indexed,method,revocations_per_s,batch_B,amortized_cost_s,compliance_window_s,seed,window_model,single_source_cost_experiment
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,97853.297,1000,0.00246397,4907.49324,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,97238.647,1000,0.00247508,4929.594682,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,91951.819,1000,0.00245317,4884.57975,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,93439.747,1000,0.00244006,4858.707462,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,95638.007,2500,0.00105547,5225.046701,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,98004.984,2500,0.00104474,5172.697672,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,98667.97,2500,0.00105555,5227.057852,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,97619.382,2500,0.00102712,5084.387306,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,100373.178,2500,0.00103785,5139.448913,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,98830.272,10000,0.00027904,5378.373449,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,97285.45,10000,0.00027411,5276.709962,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,96468.399,10000,0.00027399,5272.488143,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,97065.218,10000,0.00027378,5269.63454,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,99136.157,10000,0.00027717,5341.745701,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,87466.645,1,1.88823801,3776.45316,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,86508.912,1,1.92317799,3846.332864,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90570.585,1,1.84666132,3693.300549,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,88623.088,1,1.89158762,3783.152663,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,93962.941,1,1.90984423,3819.667172,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90488.731,2,0.98000402,3919.971876,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,88799.943,2,0.99501497,3980.014818,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,88641.063,2,0.96409779,3856.346032,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90870.708,2,0.98579337,3943.129451,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,86587.467,2,0.9828869,3931.501418,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,85816.623,5,0.41417959,4141.679338,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,88326.121,5,0.40976376,4097.524415,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91517.848,5,0.41189063,4118.796992,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,87775.832,5,0.41770794,4176.965437,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91351.913,5,0.4006055,4005.945493,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,85476.398,10,0.20786612,4157.088347,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90665.1,10,0.21357946,4271.368562,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,88045.487,10,0.20999834,4199.739637,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,89100.696,10,0.20804709,4160.717287,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,93417.725,10,0.20856957,4171.177228,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90915.339,25,0.08598704,4298.8019,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,92211.41,25,0.08779044,4388.979828,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,89530.358,25,0.0854048,4269.681512,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90377.919,25,0.08679546,4339.21996,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,92476.647,25,0.08591799,4295.35894,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90544.573,100,0.02250332,4498.455789,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,94499.216,100,0.02316539,4630.961563,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,89134.694,100,0.02282525,4562.805467,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91479.409,100,0.02260819,4519.45252,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91509.708,100,0.02290823,4579.459783,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,88629.838,250,0.00950777,4748.245589,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,89486.944,250,0.00935542,4672.123214,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,88688.499,250,0.00917541,4582.067659,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91420.994,250,0.00935842,4673.742315,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,92285.783,250,0.00957672,4782.944147,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,94630.9,1000,0.00248222,4943.305998,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91974.133,1000,0.00248349,4945.233812,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91690.359,1000,0.00252407,5026.332917,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91981.73,1000,0.00244453,4867.324023,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90749.599,1000,0.00245467,4887.308208,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,94268.968,2500,0.00102218,5057.864628,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90055.034,2500,0.00106437,5266.322089,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91576.137,2500,0.00102048,5047.787799,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,90800.314,2500,0.00104327,5161.283873,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91606.526,2500,0.00105275,5209.181735,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,93243.224,10000,0.0002743,5271.530028,0,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,96678.06,10000,0.00028248,5442.82455,1,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,97724.562,10000,0.00028404,5476.049235,2,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,91632.414,10000,0.00027355,5252.830314,3,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,94521.348,10000,0.00028132,5414.852591,4,long_offline_consolidation,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16981.797,1,8.382e-05,0.049861,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16187.586,1,8.547e-05,0.047387,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16758.92,1,8.515e-05,0.050953,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17376.021,1,8.182e-05,0.048547,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16555.6,1,8.602e-05,0.051241,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16684.377,2,7.233e-05,0.049568,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,15647.213,2,7.696e-05,0.052209,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16775.643,2,7.175e-05,0.048565,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16821.917,2,7.113e-05,0.046748,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16862.211,2,7.171e-05,0.049616,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17072.411,5,6.362e-05,0.050492,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17007.223,5,6.354e-05,0.047452,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17482.928,5,6.22e-05,0.049995,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16984.95,5,6.391e-05,0.050299,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17392.358,5,6.233e-05,0.048291,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17303.69,10,6.04e-05,0.052085,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17074.514,10,6.121e-05,0.052834,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17863.755,10,5.847e-05,0.049792,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16717.467,10,6.244e-05,0.052504,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17168.361,10,6.094e-05,0.053769,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17552.984,25,5.798e-05,0.05062,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18100.556,25,5.622e-05,0.04854,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17028.686,25,5.975e-05,0.051453,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16857.402,25,6.031e-05,0.049241,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,16865.08,25,6.027e-05,0.04862,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17702.372,100,5.674e-05,0.049968,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17787.121,100,5.648e-05,0.051551,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17636.469,100,5.695e-05,0.04956,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18552.769,100,5.416e-05,0.052696,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18599.823,100,5.401e-05,0.049864,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17824.757,250,5.621e-05,0.052797,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18573.805,250,5.395e-05,0.054488,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18036.211,250,5.555e-05,0.051197,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17919.477,250,5.591e-05,0.051212,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18524.453,250,5.408e-05,0.050781,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18944.42,1000,5.282e-05,0.058801,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18997.95,1000,5.267e-05,0.060622,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18427.049,1000,5.43e-05,0.061831,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18200.34,1000,5.498e-05,0.06526,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,17940.751,1000,5.577e-05,0.060307,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18647.097,2500,5.364e-05,0.076389,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,19631.468,2500,5.095e-05,0.075844,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18737.002,2500,5.338e-05,0.070012,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18822.988,2500,5.314e-05,0.079223,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18962.796,2500,5.275e-05,0.074377,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18963.227,10000,5.274e-05,0.156067,0,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18814.677,10000,5.316e-05,0.143677,1,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18691.574,10000,5.351e-05,0.149374,2,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,19192.564,10000,5.211e-05,0.150982,3,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,18602.659,10000,5.376e-05,0.150496,4,freshness_update,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2478.804,1,0.00042843,0.050024,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2364.831,1,0.00044842,0.051113,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2455.904,1,0.00043118,0.047997,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2443.792,1,0.00043427,0.050136,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2354.742,1,0.00045043,0.051517,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2357.65,2,0.00043623,0.048312,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2448.807,2,0.00042023,0.047482,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2497.405,2,0.00041344,0.05211,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2489.465,2,0.00041424,0.050182,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2454.145,2,0.00042026,0.051144,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2576.552,5,0.00039337,0.052589,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2440.898,5,0.00041466,0.049741,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2467.636,5,0.0004099,0.046557,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2467.438,5,0.00041051,0.052347,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2526.312,5,0.00040085,0.050199,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2570.878,10,0.00039142,0.048884,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2486.088,10,0.0004048,0.051251,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2576.553,10,0.00039063,0.050223,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2574.942,10,0.00039082,0.049167,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2453.383,10,0.00041002,0.048438,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2512.523,25,0.00039904,0.051577,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2529.736,25,0.00039632,0.051019,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2556.107,25,0.00039219,0.048258,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2675.929,25,0.00037472,0.051115,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2480.147,25,0.00040425,0.052349,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2524.283,100,0.00039639,0.048509,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2589.812,100,0.00038638,0.049722,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2609.926,100,0.00038342,0.052633,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2541.052,100,0.00039381,0.054623,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2565.197,100,0.00039009,0.050467,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2684.949,250,0.00037255,0.051358,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2691.002,250,0.00037172,0.056235,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2510.722,250,0.00039839,0.049154,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2620.493,250,0.00038171,0.05254,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2706.554,250,0.00036957,0.050074,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2909.121,1000,0.00034378,0.059898,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2804.658,1000,0.00035658,0.060878,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2726.703,1000,0.00036677,0.058321,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2760.751,1000,0.00036225,0.058422,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2766.449,1000,0.0003615,0.060146,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2824.116,2500,0.00035411,0.077777,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2838.37,2500,0.00035233,0.076372,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2862.659,2500,0.00034934,0.07656,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2774.572,2500,0.00036043,0.076082,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2868.712,2500,0.0003486,0.072724,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2815.329,10000,0.00035521,0.151429,0,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2878.83,10000,0.00034737,0.150673,1,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2878.989,10000,0.00034735,0.154748,2,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,2932.196,10000,0.00034105,0.147865,3,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,3014.646,10000,0.00033172,0.144664,4,immediate_global_delete,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,6848.406,1,0.01529181,30.291589,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,6937.2,1,0.01506954,29.850775,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,6754.307,1,0.01547856,30.661006,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,6311.45,1,0.01555225,30.787614,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,6896.75,1,0.01525994,30.229888,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7140.652,2,0.00762649,29.945789,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,6804.453,2,0.00777555,30.514351,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7016.863,2,0.00806881,31.705173,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7014.855,2,0.0076507,30.032575,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7320.032,2,0.00756357,29.707825,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7845.503,5,0.00342694,32.994825,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7633.228,5,0.00342106,32.900519,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7758.342,5,0.00333983,32.109374,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7540.432,5,0.00340424,32.716187,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8014.713,5,0.00331964,31.948645,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8010.377,10,0.00179563,33.415843,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7826.064,10,0.00195361,36.516591,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7983.728,10,0.00189665,35.427831,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,7911.17,10,0.00190028,35.477504,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8290.642,10,0.0019234,36.055701,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8648.987,25,0.00101057,44.747667,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8599.725,25,0.00100181,44.276191,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8482.657,25,0.00102391,45.301008,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8272.628,25,0.00099254,43.582831,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,8315.486,25,0.00099758,43.866047,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9265.291,100,0.00056285,90.984969,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9721.224,100,0.00055218,89.862353,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9163.765,100,0.00055989,90.152232,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9405.261,100,0.00054497,87.728656,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9268.105,100,0.0005475,87.920444,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10033.02,250,0.00045853,179.431908,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10041.804,250,0.00047052,185.469524,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9756.479,250,0.00047075,184.129295,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9629.449,250,0.0004619,179.023663,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,9485.837,250,0.00046615,180.364107,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10286.625,1000,0.00042824,662.051257,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10709.053,1000,0.00042351,660.257514,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10800.287,1000,0.0004322,679.211653,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10934.962,1000,0.00041724,651.578394,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10847.791,1000,0.00040896,633.558495,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,11089.199,2500,0.00040627,1580.459428,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10673.277,2500,0.00040303,1546.705744,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,11193.865,2500,0.00040409,1573.786336,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,11357.715,2500,0.00039962,1557.87458,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,10928.56,2500,0.00041544,1619.676041,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,11911.287,10000,0.00040132,6347.402081,0,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,11607.358,10000,0.00039355,6147.918093,1,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,11630.872,10000,0.00039889,6258.333636,2,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,11704.877,10000,0.00040724,6436.029917,3,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,12100.955,10000,0.00039437,6234.590263,4,scheduled_rebuild,True
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,3819.465,1,0.00028661,0.049588,0,materialized_role_update,True
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,4038.311,1,0.00027129,0.047328,1,materialized_role_update,True
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,3916.204,1,0.0002806,0.050504,2,materialized_role_update,True
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,3908.969,1,0.00028169,0.051742,3,materialized_role_update,True
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,3999.829,1,0.00027524,0.050468,4,materialized_role_update,True
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,3905.149,2,0.00026755,0.04593,0,materialized_role_update,True
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,3849.438,2,0.00027194,0.048653,1,materialized_role_update,True
