dataset,N,N_indexed,method,pattern,frac,seed,predicate_check_ms,overlay_lookup_ms,bypass_expand_ms,distance_compute_ms,crypto_decrypt_ms,log_append_ms,total_query_ms,machine_id
SIFT1M,1000000,1000000,SPFresh,bridge,0.0,0,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.0,1,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.0,2,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.0,3,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.0,4,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.1,0,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.1,1,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.1,2,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.1,3,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.1,4,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.2,0,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.2,1,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.2,2,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.2,3,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.2,4,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.3,0,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.3,1,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.3,2,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.3,3,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.3,4,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.4,0,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.4,1,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.4,2,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.4,3,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.4,4,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.5,0,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.5,1,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.5,2,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.5,3,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
SIFT1M,1000000,1000000,SPFresh,bridge,0.5,4,0.05,0.03,0.02,4.1,0.0,0.0,4.1,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.0,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.0,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.0,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.0,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.0,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.1,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.2,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.3,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.3,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.3,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.3,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.3,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.4,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.4,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.4,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.4,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.4,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.5,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.5,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.5,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.5,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,random,0.5,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.0,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.0,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.0,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.0,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.0,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.0,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.0,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.0,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.0,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.0,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.3,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.3,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.3,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.3,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.3,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.5,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.5,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.5,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.5,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.5,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.0,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.0,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.0,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.0,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.0,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.1,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.1,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.1,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.1,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.1,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.2,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.2,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.2,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.2,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.2,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.3,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.3,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.3,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.3,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.3,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.4,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.4,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.4,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.4,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.4,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.5,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.5,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.5,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.5,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,bridge,0.5,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.0,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.0,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.0,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.0,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.0,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.1,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.2,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.3,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.3,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.3,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.3,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.3,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.4,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.4,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.4,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.4,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.4,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.5,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.5,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.5,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.5,3,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,random,0.5,4,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.0,0,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.0,1,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.0,2,0.05,0.03,0.02,8.8,0.0,0.0,8.8,tierA-a6000-01
