dataset,N,N_indexed,method,pattern,frac,seed,recall10_vs_exact_linear_scan,drift10_vs_oracle_rebuild,oracle_recall10_vs_exact,exact_reference_sample_queries
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,1,0.976143,0.0,0.976894,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,2,0.975221,0.0,0.97516,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,3,0.976855,0.0,0.974133,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,4,0.977047,0.0,0.974724,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,5,0.971754,0.0,0.974928,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,6,0.97892,0.0,0.977783,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,7,0.978622,0.0,0.976297,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,8,0.976244,0.0,0.979278,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.1,9,0.975533,0.0,0.973639,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,0,0.973853,0.005055,0.974629,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,1,0.967726,0.005891,0.976651,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,2,0.968619,0.006903,0.97644,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,3,0.968188,0.009368,0.972928,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,4,0.970597,0.010009,0.97463,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,5,0.972013,0.008907,0.978826,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,6,0.969173,0.00865,0.974227,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,7,0.972142,0.007241,0.975419,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,8,0.967949,0.004296,0.978146,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.1,9,0.971302,0.005638,0.975564,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,0,0.975363,0.00201,0.976588,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,1,0.973394,0.001158,0.975077,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,2,0.977005,0.004154,0.977589,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,3,0.972439,0.003922,0.974801,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,4,0.973813,0.002516,0.973422,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,5,0.971695,0.003028,0.975944,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,6,0.973312,0.002559,0.974468,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,7,0.972232,0.003148,0.977517,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,8,0.972528,0.000706,0.978387,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.1,9,0.972205,0.003487,0.976849,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,0,0.970358,0.004645,0.977735,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,1,0.972756,0.001818,0.977473,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,2,0.977801,0.00337,0.974189,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,3,0.972526,0.005129,0.977824,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,4,0.970501,0.002722,0.978184,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,5,0.97179,0.00493,0.973372,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,6,0.978095,0.003766,0.976631,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,7,0.97591,0.003162,0.975185,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,8,0.973193,0.002549,0.974697,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.1,9,0.972965,0.002291,0.97532,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,0,0.921797,0.08594,0.975935,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,1,0.940358,0.0926,0.974646,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,2,0.920543,0.083202,0.974278,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,3,0.926772,0.11806,0.979275,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,4,0.934124,0.092168,0.976982,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,5,0.925107,0.098031,0.976557,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,6,0.936258,0.096365,0.978146,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,7,0.93331,0.113125,0.975234,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,8,0.933314,0.095546,0.975231,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.1,9,0.938052,0.109212,0.974501,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,0,0.935994,0.116618,0.976567,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,1,0.926086,0.085805,0.975443,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,2,0.938367,0.1247,0.971881,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,3,0.931976,0.102858,0.973779,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,4,0.939144,0.081287,0.976645,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,5,0.918583,0.102038,0.976573,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,6,0.942186,0.132473,0.973481,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,7,0.93135,0.105762,0.976234,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,8,0.936078,0.101896,0.977504,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.1,9,0.930341,0.112532,0.975903,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,0,0.909115,0.064551,0.977357,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,1,0.916934,0.081644,0.977589,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,2,0.913531,0.058092,0.975883,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,3,0.916154,0.067934,0.977352,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,4,0.920173,0.063949,0.977499,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,5,0.917187,0.062707,0.974787,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,6,0.911915,0.059924,0.978236,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,7,0.921425,0.054591,0.975684,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,8,0.911795,0.070233,0.975648,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.1,9,0.920289,0.050833,0.975486,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,0,0.977778,0.0,0.976241,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,1,0.978043,0.0,0.974785,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,2,0.976426,0.0,0.976783,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,3,0.973403,0.0,0.9762,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,4,0.973366,0.0,0.9767,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,5,0.978232,0.0,0.97642,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,6,0.972526,0.0,0.976428,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,7,0.975529,0.0,0.977981,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,8,0.977368,0.0,0.974238,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.2,9,0.972235,0.0,0.974443,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,0,0.967542,0.010008,0.976988,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,1,0.969075,0.01123,0.976517,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,2,0.968998,0.008896,0.973103,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,3,0.968826,0.008076,0.975213,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,4,0.969878,0.013355,0.975626,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,5,0.967811,0.010368,0.976492,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,6,0.969149,0.006987,0.975867,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,7,0.96797,0.005956,0.976256,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,8,0.968562,0.006293,0.9763,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.2,9,0.970628,0.011857,0.974097,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,0,0.975493,0.002529,0.976453,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,1,0.974169,0.003009,0.97837,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,2,0.978176,0.005686,0.977357,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,3,0.971877,0.001058,0.977307,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,4,0.97403,0.005053,0.976031,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,5,0.973381,0.004253,0.974858,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,6,0.970596,0.0047,0.975605,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,7,0.973468,0.004308,0.974171,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,8,0.97299,0.002967,0.977311,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.2,9,0.972871,0.003697,0.974726,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,0,0.975479,0.002869,0.975383,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,1,0.972299,0.001861,0.977439,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,2,0.973635,0.002225,0.976577,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,3,0.971694,0.002938,0.978514,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,4,0.973259,0.005758,0.978546,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,5,0.975856,0.002164,0.973991,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,6,0.975515,0.0,0.976777,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,7,0.973533,0.002261,0.975589,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,8,0.976365,0.0029,0.97723,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.2,9,0.970977,0.004924,0.973561,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,0,0.915044,0.112093,0.977935,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,1,0.931887,0.117791,0.977677,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,2,0.922509,0.121493,0.975884,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,3,0.930763,0.121645,0.9777,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,4,0.929321,0.116918,0.977078,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,5,0.926947,0.117584,0.972825,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,6,0.916314,0.132343,0.975517,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,7,0.922647,0.133006,0.976917,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,8,0.925079,0.110817,0.978156,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.2,9,0.921872,0.119781,0.976447,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,0,0.915309,0.136914,0.974112,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,1,0.928163,0.125933,0.977548,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,2,0.915485,0.140261,0.975623,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,3,0.913332,0.135607,0.975106,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,4,0.924666,0.128255,0.975141,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,5,0.918947,0.127215,0.977035,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,6,0.924756,0.126662,0.974394,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,7,0.924161,0.115105,0.973398,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,8,0.908789,0.132981,0.972826,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.2,9,0.919645,0.110642,0.977042,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,0,0.919582,0.084883,0.976594,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,1,0.920701,0.07192,0.97407,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,2,0.903526,0.078715,0.976217,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,3,0.910775,0.059782,0.975197,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,4,0.91635,0.065515,0.976027,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,5,0.91532,0.079539,0.977035,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,6,0.901918,0.075319,0.974167,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,7,0.912697,0.081519,0.977213,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,8,0.916424,0.08779,0.975952,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.2,9,0.905231,0.0793,0.976135,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,0,0.977915,0.0,0.973733,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,1,0.976953,0.0,0.974885,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,2,0.973608,0.0,0.978682,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,3,0.977873,0.0,0.97602,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,4,0.974469,0.0,0.975297,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,5,0.976345,0.0,0.977972,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,6,0.974727,0.0,0.976608,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,7,0.976477,0.0,0.975957,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,8,0.975318,0.0,0.97689,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,9,0.97247,0.0,0.97716,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,0,0.969628,0.010974,0.976541,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,1,0.971636,0.011308,0.974148,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,2,0.972513,0.009768,0.977976,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,3,0.966657,0.012738,0.977499,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,4,0.970959,0.007896,0.975027,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,5,0.965079,0.008816,0.978354,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,6,0.965983,0.013131,0.974518,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,7,0.969571,0.013624,0.972691,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,8,0.966111,0.012523,0.976368,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.3,9,0.972491,0.011425,0.975752,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,0,0.969383,0.002486,0.974146,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,1,0.975552,0.004194,0.975805,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,2,0.97436,0.004066,0.976407,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,3,0.973372,0.0038,0.976066,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,4,0.974821,0.002353,0.977261,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,5,0.973834,0.004377,0.97689,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,6,0.976022,0.00344,0.976067,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,7,0.972627,0.002213,0.975824,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,8,0.975992,0.001873,0.977476,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,9,0.971899,0.003603,0.977123,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,0,0.974494,0.00494,0.976871,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,1,0.972451,0.004914,0.977536,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,2,0.975428,0.001771,0.977563,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,3,0.973996,0.004715,0.978258,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,4,0.970227,0.002648,0.972819,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,5,0.972186,0.000338,0.975196,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,6,0.97423,0.004209,0.97754,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,7,0.976832,0.003797,0.975613,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,8,0.973584,0.00309,0.977684,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.3,9,0.974104,0.003213,0.974433,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,0,0.909304,0.163663,0.976017,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,1,0.913374,0.132547,0.974109,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,2,0.910623,0.153266,0.975017,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,3,0.916418,0.170896,0.975938,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,4,0.905627,0.156714,0.976553,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,5,0.911453,0.157588,0.975675,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,6,0.909299,0.167855,0.976087,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,7,0.912588,0.164551,0.978538,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,8,0.907689,0.156128,0.977099,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.3,9,0.918513,0.160269,0.975695,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,0,0.914796,0.16008,0.974827,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,1,0.912339,0.156778,0.975485,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,2,0.914861,0.152283,0.977122,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,3,0.913703,0.156604,0.97672,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,4,0.908421,0.157754,0.977025,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,5,0.909084,0.154596,0.975931,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,6,0.906356,0.166299,0.975295,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,7,0.908535,0.1524,0.976763,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,8,0.909026,0.155609,0.976549,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.3,9,0.91726,0.154275,0.972893,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,0,0.901405,0.099032,0.975231,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,1,0.904928,0.109476,0.974249,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,2,0.900192,0.101202,0.974179,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,3,0.893433,0.109023,0.97763,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,4,0.9101,0.094974,0.975737,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,5,0.913792,0.106286,0.976286,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,6,0.920756,0.106294,0.973638,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,7,0.910769,0.101998,0.975854,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,8,0.906319,0.088397,0.974576,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.3,9,0.909393,0.083746,0.976918,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,0,0.978415,0.0,0.9791,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,1,0.97492,0.0,0.973813,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,2,0.973982,0.0,0.976654,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,3,0.977282,0.0,0.974877,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,4,0.975219,0.0,0.97824,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,5,0.972371,0.0,0.976435,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,6,0.977909,0.0,0.976854,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,7,0.973867,0.0,0.975552,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,8,0.974428,0.0,0.975713,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.4,9,0.97686,0.0,0.973326,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,0,0.968344,0.015455,0.973503,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,1,0.970686,0.016514,0.974812,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,2,0.974406,0.011092,0.978436,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,3,0.971211,0.013387,0.977395,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,4,0.970052,0.012501,0.97681,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,5,0.971051,0.013735,0.975274,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,6,0.966538,0.012339,0.974851,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,7,0.972164,0.012668,0.973448,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,8,0.971474,0.015136,0.979193,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,9,0.969239,0.013649,0.977608,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,0,0.976794,0.004251,0.976512,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,1,0.971457,0.0023,0.978752,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,2,0.970136,0.002574,0.975946,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,3,0.973318,0.003825,0.973806,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,4,0.969991,0.005202,0.974549,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,5,0.974632,0.004178,0.978029,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,6,0.976468,0.002864,0.973747,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,7,0.973261,0.004438,0.977464,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,8,0.968769,0.003203,0.975792,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,9,0.973318,0.004544,0.974633,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,0,0.970135,0.005204,0.976409,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,1,0.974835,0.004445,0.974,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,2,0.974034,0.004679,0.973806,2000
