dataset,N,N_indexed,method,pattern,frac,seed,visited_total,visited_revoked,expanded_total,expanded_revoked,distance_eval_total,distance_eval_revoked,frontier_insert_total,frontier_insert_revoked,routing_trace_leakage,revoked_distance_eval_rate,revoked_expansion_rate,revoked_frontier_insert_rate
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.3,9,112579,0,13439,0,64749,0,32749,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,0,120765,13995,13279,1563,73055,5514,33724,3454,0.10184243,0.07547738,0.11770465,0.10241964
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,1,109686,13453,14209,1792,71491,6042,32828,3787,0.10987056,0.08451413,0.12611725,0.11535884
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,2,113588,14162,13428,1702,71028,6141,35085,4028,0.11166779,0.08645886,0.12675007,0.1148069
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,3,119829,13397,14683,1690,78888,6084,37346,3691,0.09915213,0.077122,0.11509909,0.09883254
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,4,120366,14385,13605,1729,76561,6354,36032,4049,0.10754611,0.08299265,0.12708563,0.11237234
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,5,112851,12805,13364,1721,69191,5507,32755,3630,0.10371185,0.07959128,0.12877881,0.11082278
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,6,118567,13612,14218,1724,75536,6220,35553,4026,0.10489843,0.08234484,0.12125475,0.11323939
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,7,116546,13817,14331,1726,72864,6219,34472,3774,0.10719818,0.08535079,0.12043821,0.10948016
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,8,116485,13432,12910,1519,69968,5417,33813,3489,0.10231327,0.07742111,0.11766073,0.10318517
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.3,9,110435,13505,11367,1435,63507,6106,30522,3600,0.1141912,0.09614688,0.12624263,0.11794771
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,0,112359,0,14504,0,73238,0,34997,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,1,117248,0,15862,0,74119,0,36051,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,2,109052,0,11597,0,68473,0,31389,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,3,112207,0,13731,0,68183,0,34471,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,4,115188,0,13970,0,71313,0,33414,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,5,121207,0,13934,0,74785,0,36189,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,6,114150,0,12305,0,67607,0,31404,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,7,119312,0,14376,0,72652,0,35331,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,8,112686,0,13132,0,71819,0,34047,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.3,9,117172,0,14978,0,74897,0,36801,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,0,107702,12519,12288,1314,69375,5090,32664,3230,0.09977525,0.07336937,0.10693359,0.09888562
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,1,107507,12510,12672,1412,65974,4685,32341,3023,0.09899585,0.07101282,0.11142677,0.09347268
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,2,114425,13819,14345,1721,72882,5579,35854,3636,0.10422895,0.07654839,0.11997212,0.10141128
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,3,115398,14376,13659,1506,73250,6049,33917,3644,0.10826588,0.0825802,0.11025697,0.10743875
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,4,118593,14407,14445,1656,71458,6080,34494,3688,0.10808402,0.08508495,0.11464174,0.10691715
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,5,112746,13133,12636,1459,67878,4669,33234,2925,0.09795403,0.06878517,0.11546375,0.08801228
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,6,112846,13219,11972,1546,62676,5248,28713,3344,0.10803073,0.08373221,0.12913465,0.11646293
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,7,114899,13859,14712,1786,75284,6028,35846,3958,0.10646712,0.08007013,0.1213975,0.11041678
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,8,120525,14684,15573,1566,78695,5540,40211,3382,0.09871218,0.07039837,0.10055866,0.08410634
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.3,9,122934,14798,13677,1372,73076,5078,33358,2805,0.09896521,0.0694893,0.1003144,0.08408778
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,0,117950,13786,15567,1481,75036,4936,37447,3070,0.09460569,0.06578176,0.09513715,0.08198254
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,1,116391,14527,15422,1426,77537,5009,39210,3208,0.0972401,0.06460142,0.09246531,0.08181586
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,2,112469,13850,14124,964,71311,3482,34241,2082,0.08778134,0.04882837,0.06825262,0.0608043
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,3,120964,14526,12753,1397,71377,4792,33396,3035,0.09958489,0.06713647,0.10954285,0.09087915
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,4,122766,14879,14371,1440,77387,4768,35655,3018,0.09635101,0.06161242,0.1002018,0.08464451
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,5,120115,14234,14210,1387,77659,5093,38474,3040,0.09484225,0.06558158,0.09760732,0.0790144
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,6,105829,12446,13215,1305,66646,4497,34005,2901,0.09626528,0.06747592,0.09875142,0.08531098
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,7,119517,15360,15514,1400,75682,5485,37822,3333,0.10291508,0.0724743,0.09024107,0.08812331
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,8,117272,13556,15184,1366,75617,5223,37640,3146,0.09478945,0.06907177,0.08996312,0.0835813
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.3,9,112597,13004,13192,1174,67944,4661,33064,2690,0.0949263,0.06860061,0.08899333,0.08135737
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,0,110047,13618,13749,2341,67022,7886,33317,4905,0.12827091,0.11766286,0.17026693,0.14722214
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,1,116717,14581,10835,2355,67961,9287,30802,5627,0.14073305,0.1366519,0.21735118,0.18268294
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,2,115888,13107,15719,2685,75534,8701,36723,5894,0.12460634,0.11519316,0.17081239,0.16049887
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,3,112600,13537,12809,2447,68735,9006,32499,5230,0.13333745,0.13102495,0.19103755,0.16092803
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,4,118666,13953,13193,2488,70277,8689,32405,5594,0.13099629,0.12363931,0.18858486,0.17262768
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,5,113855,13558,14426,2555,72347,9320,34840,5972,0.13337269,0.12882359,0.17711077,0.17141217
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,6,118289,14251,14079,2640,72368,8740,36536,5786,0.13021403,0.12077161,0.18751332,0.15836435
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,7,124559,14934,13739,2774,79582,9542,38645,5981,0.12954293,0.11990149,0.20190698,0.15476776
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,8,110513,13497,14473,2479,66203,9146,33848,5895,0.13783067,0.13815084,0.17128446,0.17416095
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.3,9,109246,14010,13550,2328,67728,9187,32185,5641,0.13994046,0.13564552,0.17180812,0.17526798
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,0,114647,0,14370,0,73407,0,35801,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,1,114978,0,13868,0,71828,0,35232,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,2,115454,0,15409,0,71973,0,35720,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,3,112964,0,12843,0,65086,0,32247,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,4,113046,0,13769,0,66824,0,32557,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,5,115260,0,13944,0,70197,0,32631,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,6,118566,0,13961,0,75576,0,35038,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,7,120400,0,15345,0,74511,0,36981,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,8,111662,0,12616,0,66837,0,32770,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.3,9,111135,0,12531,0,73187,0,32853,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,0,117393,23446,12451,5522,73883,19760,33753,12771,0.25896497,0.26744989,0.44349851,0.37836637
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,1,118846,23995,15720,5568,73318,21017,36428,13199,0.26105554,0.28665539,0.35419847,0.36233117
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,2,111798,24623,14516,5404,66991,20239,34683,12046,0.27331263,0.30211521,0.37227886,0.34731713
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,3,120207,23138,13670,6218,73045,19640,36811,12375,0.25179602,0.26887535,0.45486467,0.33617669
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,4,113992,22501,12746,5616,67686,19228,33573,11622,0.2586306,0.28407647,0.44060882,0.34617103
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,5,116656,22044,13511,5428,69029,18279,34471,11447,0.24478424,0.26480175,0.40174672,0.33207624
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,6,110740,24382,14377,5243,70799,20103,34546,12363,0.26941969,0.28394469,0.3646797,0.35787067
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,7,116342,24605,15804,5888,73995,21306,38326,12967,0.26492737,0.28793837,0.37256391,0.33833429
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,8,119971,23963,14848,5926,76843,20738,36664,12576,0.25451624,0.26987494,0.39911099,0.34300676
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,9,116377,24500,13246,5177,70705,20331,33162,11672,0.26416549,0.28754685,0.39083497,0.35196912
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,0,121443,27922,14227,6001,73570,23575,34752,14611,0.29553838,0.32044312,0.42180361,0.42043623
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,1,104399,23916,13405,5549,63735,20793,32020,12869,0.29559513,0.32624147,0.41395002,0.40190506
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,2,117975,24398,13593,6698,73086,21176,33365,14162,0.27911217,0.28974085,0.49275362,0.42445677
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,3,117037,25254,12091,5423,67409,21690,31269,13424,0.28880275,0.32176712,0.44851542,0.42930698
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,4,118674,27410,16124,6805,75365,23236,38833,15225,0.29187617,0.30831288,0.42204168,0.39206345
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,5,112670,25461,12885,5926,66597,21324,32731,12782,0.29123144,0.3201946,0.45991463,0.39051664
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,6,117003,25381,14210,6141,69880,22198,35214,13664,0.28515448,0.31765884,0.43216045,0.38802749
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,7,117724,26243,14822,7118,74690,22817,35697,15076,0.29330721,0.30548936,0.48023209,0.42233241
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,8,115105,27168,13423,6650,75683,23767,35871,14524,0.30035155,0.31403353,0.49541831,0.40489532
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,9,115861,25859,13264,6608,71977,21633,33049,14476,0.29287084,0.30055434,0.49819059,0.43801628
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,0,110387,17165,13558,0,70089,0,33045,0,0.07559043,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,1,110757,16742,13681,0,66088,0,32660,0,0.07501367,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,2,113629,17368,12477,0,67773,0,32325,0,0.07678025,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,3,113919,17332,13387,0,70114,0,34652,0,0.07468372,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,4,110285,15965,13970,0,68829,0,33738,0,0.07038559,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,5,116765,17981,15913,0,75540,0,38014,0,0.07302463,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,6,114350,17170,11772,0,68710,0,30446,0,0.07621694,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,7,112687,16762,14097,0,71903,0,35936,0,0.07144227,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,8,114254,17212,12822,0,71103,0,32622,0,0.07457507,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.4,9,123991,19070,13447,0,75249,0,33795,0,0.07736873,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,0,115466,17260,14277,0,73597,0,35032,0,0.07240783,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,1,114042,17252,13756,0,70991,0,34200,0,0.07404641,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,2,118415,17406,15075,0,73195,0,34637,0,0.0721277,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,3,112372,17529,12971,0,73204,0,34418,0,0.07524306,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,4,116153,17789,13112,0,68000,0,32613,0,0.07738453,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,5,118621,18270,13501,0,72487,0,34294,0,0.07647455,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,6,111413,17285,12953,0,70145,0,32933,0,0.07599673,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,7,109687,17321,14792,0,70426,0,35779,0,0.0750854,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,8,115696,17426,14573,0,74671,0,36308,0,0.07223272,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,9,110780,17001,13450,0,69137,0,33935,0,0.07479477,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,0,114345,24328,14641,5456,74657,19476,36209,12254,0.25646649,0.26087306,0.37265214,0.33842415
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,1,114140,21767,12676,5099,70579,18222,33642,11505,0.24495211,0.25817878,0.40225623,0.34198324
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,2,114935,20055,11932,4590,66348,17714,31013,10859,0.23733878,0.26698619,0.38467985,0.35014349
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,3,114346,22289,14846,5618,71976,18819,35082,12247,0.24962116,0.26146215,0.37841843,0.3490964
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,4,112823,22495,12081,4932,68090,18457,32691,11320,0.25346833,0.2710677,0.40824435,0.34627267
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,5,114702,22423,14242,5413,69242,18728,35517,11479,0.24836224,0.27047168,0.38007302,0.32319734
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,6,119964,24896,15204,5835,77523,21077,35572,13021,0.26113033,0.2718806,0.38378058,0.36604633
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,7,116869,21238,13656,5270,67653,17769,32991,11432,0.24098819,0.26264911,0.38591095,0.34651875
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,8,122596,24547,15139,5335,73198,19823,35053,12184,0.25159562,0.27081341,0.35240108,0.34758794
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,hub,0.4,9,119400,22933,12923,5299,74195,19371,34240,11664,0.24616835,0.26108228,0.41004411,0.34065421
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,0,115407,0,13940,0,71346,0,35017,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,1,109296,0,13755,0,66743,0,33040,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,2,110882,0,13613,0,69020,0,33908,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,3,118706,0,14681,0,76972,0,36547,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,4,111008,0,13942,0,71879,0,34869,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,5,118605,0,14336,0,74015,0,35350,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,6,115102,0,13131,0,70063,0,32347,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,7,115737,0,14704,0,74438,0,36933,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,8,112427,0,13341,0,65348,0,31642,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,hub,0.4,9,114566,0,12559,0,68231,0,32252,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,0,115238,18426,13116,2019,68796,6530,34785,4217,0.13448596,0.09491831,0.15393413,0.12123042
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,1,125389,20633,16283,2229,83975,7980,41821,5109,0.13441234,0.09502828,0.13689124,0.12216351
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,2,110419,17417,13704,2135,68183,7631,32333,4852,0.14260658,0.11191939,0.15579393,0.1500634
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,3,113036,18257,13354,1987,70074,6663,34291,4473,0.13598839,0.0950852,0.14879437,0.13044239
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,4,122315,19894,15573,2234,79261,8092,37649,4995,0.13820752,0.10209308,0.14345341,0.13267285
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,5,115106,18484,12505,1814,63927,6641,29783,4042,0.1399822,0.10388412,0.14506198,0.13571501
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,6,112481,18410,13781,2186,69562,7259,36269,4859,0.14095212,0.10435295,0.15862419,0.13397116
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,7,113211,18634,12258,1745,70334,6295,32643,3988,0.1342199,0.08950152,0.14235601,0.12217014
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,8,109968,17660,13090,1743,70028,6379,33687,4038,0.13149714,0.09109213,0.13315508,0.1198682
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,hub,0.4,9,114141,18253,13429,1993,72189,7602,32976,4655,0.13965669,0.1053069,0.14841016,0.14116327
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,0,119820,0,14842,0,79340,0,36103,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,1,116570,0,14101,0,72307,0,34530,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,2,114979,0,13045,0,73382,0,34306,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,3,116939,0,12686,0,68557,0,32693,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,4,123665,0,13836,0,73632,0,34563,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,5,120773,0,13309,0,74385,0,35254,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,6,113762,0,13569,0,69749,0,32367,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,7,115545,0,12113,0,69379,0,31422,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,8,118133,0,15130,0,77493,0,38128,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.4,9,110089,0,12679,0,67897,0,29836,0,0.0,0.0,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,0,116008,18109,14472,2059,71166,6992,36970,4569,0.13297097,0.09824916,0.14227474,0.12358669
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,1,110167,17803,12614,1639,67652,6093,31975,3675,0.1313352,0.09006386,0.12993499,0.11493354
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,2,111726,18448,13119,2051,74243,6613,33422,4095,0.13421788,0.08907237,0.15633814,0.12252409
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,3,118271,19828,15111,1858,73609,6638,37410,4224,0.13317458,0.09017919,0.12295679,0.11291099
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,4,118746,19320,13651,2184,71669,7463,35708,4992,0.1416292,0.10413149,0.15998828,0.1398006
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,5,111389,18327,12723,1725,68217,6574,32410,3739,0.13511229,0.09636894,0.13558123,0.11536563
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,6,113450,17903,12263,1787,68591,6152,32174,3866,0.13117389,0.08969107,0.14572291,0.12015913
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,7,111680,16742,13171,1529,68025,5608,32703,3524,0.12147851,0.08244028,0.11608838,0.1077577
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,8,114793,18154,14481,1825,74396,7494,37285,4557,0.13292939,0.10073122,0.12602721,0.12222073
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,hub,0.4,9,114096,19037,13620,1543,70606,5875,33500,3290,0.12830965,0.08320823,0.11328928,0.09820896
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,0,111245,17965,14456,1334,73434,5152,37020,3157,0.11690627,0.07015824,0.09228002,0.08527823
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,1,114054,18621,14405,1453,72973,4913,37446,2950,0.11695091,0.06732627,0.10086775,0.07878011
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,2,115425,18628,14143,1248,71793,4645,34000,2793,0.11605151,0.0646999,0.08824153,0.08214706
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,3,113790,17814,14748,1358,69461,5290,35736,3097,0.11790703,0.07615784,0.09208028,0.08666331
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,4,110873,18270,13974,1606,63691,4986,31369,3207,0.12764032,0.07828422,0.11492772,0.10223469
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,5,117368,18590,14192,1898,72794,6797,35112,4304,0.13191434,0.09337308,0.13373732,0.12257918
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,6,113614,18027,12055,1441,70297,5288,32072,3293,0.12300143,0.07522369,0.11953546,0.10267523
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,7,110514,17619,13871,1411,70283,5255,34077,3264,0.12043542,0.07476915,0.10172302,0.09578308
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,8,114578,18296,14949,1451,70196,5730,33899,3506,0.12405938,0.08162858,0.09706335,0.10342488
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,hub,0.4,9,116470,18481,14127,1683,74630,5499,37238,3461,0.12011631,0.07368351,0.11913357,0.09294269
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.4,0,115083,18751,13354,3141,71265,10615,34188,6530,0.16690325,0.1489511,0.23521042,0.19100269
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.4,1,108848,17710,13783,2783,66244,9769,32953,5939,0.16319401,0.14746996,0.2019154,0.18022638
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,hub,0.4,2,116817,18362,13237,2607,67888,9879,31875,6102,0.1607801,0.14551909,0.19694795,0.19143529
