dataset,N,N_indexed,method,pattern,frac,seed,result_leakage,scored_leakage,frontier_leakage,expanded_leakage,returned_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,latency_mean_ms,latency_p95_ms,latency_p99_ms,memory_ratio_vs_shared,revocation_throughput,compliance_window_s,build_time_s,update_time_ms,operational_leakage
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,1,0.0,0.0,0.0,0.0,0.0,0.032318,0.916406,9.163274,17.033451,23.224854,1.015588,41218.294,0.004522,14.611,0.023641,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,2,0.0,0.0,0.0,0.0,0.0,0.042776,0.916735,8.919203,17.451287,25.177107,1.017114,38476.85,0.004975,16.5,0.024813,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,3,0.0,0.0,0.0,0.0,0.0,0.041081,0.9193,9.176172,16.211911,25.596734,1.024243,39029.428,0.005289,15.953,0.02409,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,4,0.0,0.0,0.0,0.0,0.0,0.046145,0.925626,9.249209,16.602021,23.954059,1.02504,41807.064,0.005082,15.614,0.023679,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,5,0.0,0.0,0.0,0.0,0.0,0.042139,0.920968,9.081976,17.627599,24.027878,1.040846,36751.0,0.004717,15.985,0.022138,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,6,0.0,0.0,0.0,0.0,0.0,0.042492,0.919464,9.255265,16.036758,23.547201,1.012551,38180.028,0.005163,14.613,0.025188,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,7,0.0,0.0,0.0,0.0,0.0,0.036591,0.920035,9.156055,17.167891,24.6314,1.019641,43150.926,0.004696,15.817,0.023066,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,8,0.0,0.0,0.0,0.0,0.0,0.037657,0.924595,9.26122,16.009266,24.268456,1.023632,42230.587,0.004906,15.694,0.024728,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.3,9,0.0,0.0,0.0,0.0,0.0,0.039345,0.920946,9.176987,15.690337,25.153507,1.023917,39681.198,0.004903,14.981,0.025707,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,0,0.0,0.1891494,0.24176355,0.28073488,0.0,0.11013,0.944499,8.937855,16.443519,25.202985,1.016603,41974.077,0.005539,15.257,0.021983,0.18350941
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,1,0.0,0.20090346,0.26317983,0.31067416,0.0,0.117714,0.946134,9.023953,17.201937,23.847129,1.033613,42889.372,0.005308,13.654,0.02339,0.19675819
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,2,0.0,0.18883857,0.25379328,0.25449032,0.0,0.120407,0.946482,9.250607,16.684652,23.660578,1.017154,47736.174,0.005437,15.122,0.023049,0.18212412
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,3,0.0,0.20847551,0.24678968,0.30349841,0.0,0.118528,0.948778,8.991283,16.596956,23.411622,1.012786,44376.838,0.00506,15.215,0.022629,0.19686592
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,4,0.0,0.19094776,0.23068843,0.28580298,0.0,0.115094,0.952083,9.32319,16.271522,22.778659,1.019442,42813.958,0.005038,15.114,0.023507,0.18441606
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,5,0.0,0.19639991,0.24479018,0.25354772,0.0,0.110309,0.94489,8.993519,16.460712,24.069905,1.031502,41282.683,0.004891,16.205,0.021947,0.18845504
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,6,0.0,0.18149026,0.25319277,0.27763585,0.0,0.110363,0.949186,9.144285,17.806646,21.992888,1.034485,41172.77,0.005005,15.643,0.022763,0.1825398
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,7,0.0,0.18426543,0.23816039,0.27074177,0.0,0.109649,0.949704,9.234639,16.835663,24.831986,1.030458,47131.283,0.004902,14.735,0.02376,0.180989
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,8,0.0,0.19242607,0.25262661,0.28041979,0.0,0.107024,0.950102,9.020675,16.296035,21.717032,1.026753,43672.974,0.004998,15.098,0.020509,0.1880396
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-revaware-traversal,cluster,0.3,9,0.0,0.18726603,0.23424088,0.2753111,0.0,0.107278,0.953083,9.027586,16.675687,24.585851,1.024793,46453.044,0.004747,13.753,0.02226,0.1802355
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.978432,8.810901,16.693926,23.826544,0.996039,1223.667,574.862115,15.004,0.823159,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.97548,8.848449,15.890695,23.175047,0.990154,1195.351,591.531213,14.177,0.817488,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.974336,8.389853,16.732735,23.557982,0.998466,1233.423,606.09385,15.637,0.718906,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.976928,8.351506,16.227437,23.662612,1.002336,1185.0,595.57404,15.348,0.796552,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.975105,9.217895,15.843154,21.415098,1.000233,1251.524,585.713408,15.592,0.857519,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.978346,9.148729,16.945634,24.203841,1.013031,1233.172,612.435479,15.052,0.787262,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.97592,9.089152,16.014073,23.699409,1.015528,1226.479,585.18119,14.267,0.896135,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.978096,8.415971,16.388011,23.134408,0.981119,1209.756,582.905808,14.326,0.861987,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.973181,8.402369,16.512268,22.791352,1.017872,1139.474,629.171555,13.415,0.847707,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.976771,8.834964,15.654168,22.968699,1.004811,1206.551,608.689928,14.677,0.859796,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,0,0.0,0.23904726,0.28683067,0.30439655,0.0,0.154498,0.933857,8.917606,16.584717,25.249893,1.005928,95077.0,3754.726151,15.205,0.010518,0.22423008
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,1,0.0,0.22925335,0.30794361,0.32605781,0.0,0.147783,0.937674,8.234557,16.352925,22.323842,1.035056,95077.0,3746.807275,14.598,0.010518,0.22411111
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,2,0.0,0.23976942,0.31558912,0.36505929,0.0,0.153441,0.939457,8.911982,17.034994,23.992735,0.998228,95077.0,3596.862938,15.724,0.010518,0.23390231
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,3,0.0,0.23217356,0.28550432,0.34948019,0.0,0.149102,0.934584,8.836551,16.773497,25.137784,1.004174,95077.0,3468.130506,15.235,0.010518,0.22204905
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,4,0.0,0.23136665,0.30785454,0.35207122,0.0,0.146904,0.934802,8.72722,16.351823,21.439667,1.000862,95077.0,3542.629799,15.088,0.010518,0.2292395
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,5,0.0,0.2242838,0.32067077,0.35605886,0.0,0.148295,0.930553,8.801726,15.943266,24.567332,0.992875,95077.0,3753.580952,13.931,0.010518,0.22664551
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,6,0.0,0.24334146,0.32158948,0.36494543,0.0,0.143364,0.936811,8.519813,16.379294,23.331814,1.004438,95077.0,3710.822092,15.966,0.010518,0.23366931
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,7,0.0,0.22488124,0.28537368,0.34208558,0.0,0.153844,0.930184,8.985592,17.025579,23.870805,0.97944,95077.0,3742.228728,15.41,0.010518,0.21583163
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,8,0.0,0.23893089,0.30051324,0.33780888,0.0,0.150225,0.933039,8.293715,16.789305,23.276167,1.016213,95077.0,3406.517935,14.756,0.010518,0.23125112
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.4,9,0.0,0.23353266,0.30410126,0.37234211,0.0,0.148541,0.937647,8.696535,16.501059,22.702387,1.031054,95077.0,3727.103071,14.112,0.010518,0.22835809
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,0,0.0,0.26811493,0.34090698,0.38407781,0.0,0.165852,0.93174,9.638121,16.196056,25.266312,1.04281,96873.609,3683.621367,14.407,0.011234,0.25743172
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,1,0.0,0.26085983,0.3640265,0.43103585,0.0,0.166212,0.928319,9.231689,17.586413,24.9747,1.014845,96481.75,3430.362907,14.623,0.009735,0.26270061
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,2,0.0,0.27468314,0.34586194,0.33363937,0.0,0.156416,0.929563,9.099648,17.14697,25.113159,1.018223,91178.274,3533.291099,15.864,0.010571,0.2610048
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,3,0.0,0.24941989,0.32747578,0.32059598,0.0,0.155995,0.93136,9.002696,17.162092,23.808567,1.027048,93769.294,3409.283931,13.491,0.010875,0.2425883
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,4,0.0,0.26187298,0.33743204,0.3788366,0.0,0.161465,0.924841,9.085546,15.77283,25.403385,1.01948,95671.568,3416.625946,15.259,0.010651,0.2548936
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,5,0.0,0.25550021,0.33168395,0.34442046,0.0,0.158878,0.928609,9.227961,17.068078,24.183019,1.009426,90877.817,3372.727302,14.384,0.011305,0.24956877
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,6,0.0,0.26391819,0.35060223,0.39164623,0.0,0.158135,0.936872,9.327692,16.79062,22.244324,1.006853,92347.772,3542.661469,14.478,0.010978,0.26019329
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,7,0.0,0.24902158,0.32923363,0.39134666,0.0,0.163607,0.933339,9.438551,17.836861,23.282494,1.03825,87628.767,3687.945676,14.271,0.011312,0.24743638
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,8,0.0,0.26575102,0.32749745,0.40365664,0.0,0.163383,0.93057,8.727558,17.374543,24.790657,1.011435,86049.279,3664.613691,15.585,0.011003,0.26075572
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.4,9,0.0,0.25812233,0.33415159,0.39569997,0.0,0.158372,0.928298,9.155615,17.090857,25.298592,1.031626,88572.527,3577.108206,16.065,0.011034,0.2551627
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,0,0.0,0.08046515,0.09476889,0.10974515,0.0,0.059467,0.955144,9.977285,19.500031,27.621387,1.163731,24370.471,0.049489,15.511,0.043469,0.0760377
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,1,0.0,0.06643092,0.08505178,0.08873667,0.0,0.064919,0.95407,11.200667,20.81132,28.062271,1.183731,23736.832,0.050775,17.232,0.041145,0.06330288
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,2,0.0,0.07298893,0.09106002,0.10438878,0.0,0.058748,0.95526,10.157225,21.152836,27.97506,1.173714,23279.031,0.048843,16.501,0.040373,0.07061986
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,3,0.0,0.05767377,0.07674906,0.0757892,0.0,0.065387,0.954392,10.657051,18.197424,26.179215,1.165665,23922.092,0.046074,15.507,0.043632,0.05639557
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,4,0.0,0.07049498,0.09868936,0.1077257,0.0,0.060876,0.957368,10.662449,18.149928,28.630106,1.176629,24348.596,0.050061,14.037,0.041975,0.07014783
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,5,0.0,0.07182117,0.09537367,0.10992218,0.0,0.056049,0.956113,10.625015,17.691492,24.853724,1.187482,25242.222,0.049453,14.771,0.040909,0.07138728
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,6,0.0,0.08170029,0.10745909,0.12820337,0.0,0.060261,0.95874,11.207997,19.760553,27.65094,1.195378,23927.574,0.050532,15.153,0.041507,0.08158155
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,7,0.0,0.06534429,0.09460781,0.10270313,0.0,0.059729,0.958782,10.643734,20.502149,26.468288,1.179681,23880.734,0.052262,15.404,0.042451,0.06627553
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,8,0.0,0.06692772,0.07941414,0.0861692,0.0,0.063429,0.959476,10.7912,20.459989,27.035749,1.179016,23657.238,0.047691,17.154,0.040467,0.06258912
MIMIC-IV-CaseStudy,1800000,1800000,ACORN,cluster,0.4,9,0.0,0.07100979,0.09527839,0.10268585,0.0,0.066996,0.956338,10.642177,18.352781,28.72646,1.172454,24044.3,0.048416,16.941,0.040312,0.06998868
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,0,0.0,0.06211039,0.07327144,0.09896763,0.0,0.058469,0.953228,10.063292,19.81199,28.006488,1.14612,26459.247,0.040334,14.056,0.036404,0.05966508
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,1,0.0,0.06378158,0.08469343,0.09139976,0.0,0.050921,0.956661,10.052397,19.082283,26.573741,1.144529,23995.99,0.040754,14.445,0.040583,0.06251532
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,2,0.0,0.05660174,0.07971463,0.08872215,0.0,0.053391,0.956219,10.561883,19.087096,26.911933,1.15061,26593.4,0.038669,15.378,0.042062,0.05654512
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,3,0.0,0.06115683,0.07220846,0.0919958,0.0,0.053251,0.958637,10.228834,19.56229,27.028868,1.134587,25530.141,0.039031,16.477,0.039318,0.05752176
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,4,0.0,0.06183205,0.08604901,0.09287378,0.0,0.051653,0.963075,9.768105,19.191188,27.034496,1.147469,26084.858,0.042105,14.77,0.037254,0.06121173
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,5,0.0,0.06612985,0.08196625,0.10197703,0.0,0.051079,0.954488,10.642932,20.85612,24.825556,1.169522,27065.056,0.042671,15.71,0.041215,0.06403749
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,6,0.0,0.06224474,0.08255779,0.09630178,0.0,0.047996,0.961191,10.529786,18.628898,26.869687,1.146236,25086.746,0.038137,15.471,0.040225,0.06196468
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,7,0.0,0.0677222,0.08738122,0.08796489,0.0,0.0529,0.961998,10.277736,19.439542,26.919613,1.145421,25527.897,0.038062,16.201,0.036359,0.06590995
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,8,0.0,0.06617519,0.08789526,0.09916055,0.0,0.054204,0.961663,10.662481,18.047598,28.042694,1.143813,25741.749,0.043526,15.384,0.037041,0.06499517
MIMIC-IV-CaseStudy,1800000,1800000,HoneyBee,cluster,0.4,9,0.0,0.07515949,0.08938392,0.08542815,0.0,0.050293,0.961943,10.494108,20.742368,26.887387,1.158157,24709.311,0.038313,16.375,0.036355,0.06919283
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,0,0.0,0.13166546,0.17220334,0.16553947,0.0,0.088919,0.950746,9.948751,17.622652,27.805957,1.081123,17011.0,7.800419,14.958,0.058785,0.12786682
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,1,0.0,0.14279668,0.17787832,0.18809755,0.0,0.090137,0.943641,10.07549,17.896704,25.781512,1.078639,17011.0,7.334838,13.681,0.058785,0.13577842
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,2,0.0,0.14725808,0.16387587,0.19167882,0.0,0.093715,0.948984,10.719069,19.295794,25.24087,1.084839,17011.0,8.211811,15.381,0.058785,0.13433668
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,3,0.0,0.1329506,0.17855277,0.23505262,0.0,0.088798,0.945698,9.841704,19.50815,28.855776,1.089956,17011.0,8.405094,15.792,0.058785,0.13548695
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,4,0.0,0.12303922,0.15933757,0.17517349,0.0,0.093991,0.954979,10.158093,19.903261,28.523768,1.081591,17011.0,7.932605,14.019,0.058785,0.12099908
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,5,0.0,0.12203423,0.16064674,0.18712949,0.0,0.091407,0.948706,10.029812,18.194099,27.692902,1.074341,17011.0,8.057766,14.246,0.058785,0.12010234
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,6,0.0,0.12664376,0.16650939,0.18972559,0.0,0.099669,0.94675,10.169779,19.698724,24.824126,1.073878,17011.0,8.004205,16.174,0.058785,0.12409183
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,7,0.0,0.12034255,0.16524169,0.20060895,0.0,0.089706,0.948991,9.644349,20.318574,27.185878,1.061023,17011.0,7.643387,14.48,0.058785,0.12284606
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,8,0.0,0.12619074,0.16274969,0.18856494,0.0,0.08817,0.950202,10.123533,17.074221,24.532768,1.065527,17011.0,7.733435,13.979,0.058785,0.1230992
MIMIC-IV-CaseStudy,1800000,1800000,SPFresh,cluster,0.4,9,0.0,0.14356559,0.16583176,0.18842962,0.0,0.092228,0.947774,10.101861,18.993349,25.852124,1.059772,17011.0,8.130663,13.842,0.058785,0.13119328
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.031052,0.939611,12.07141,22.860677,29.738983,0.96235,2461.0,0.122075,14.477,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.040261,0.938928,12.523976,20.200378,33.389026,0.964272,2461.0,0.115823,14.23,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.036604,0.941133,11.670624,19.977943,30.168041,0.961793,2461.0,0.117486,13.393,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.035762,0.94288,13.467624,21.930264,29.302143,0.953373,2461.0,0.130258,14.149,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.031619,0.943834,12.077554,22.004383,28.869055,0.946702,2461.0,0.121626,13.933,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.033499,0.938848,11.630593,21.502014,33.5861,0.954403,2461.0,0.118371,14.18,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.04168,0.938993,12.112108,21.150047,28.833281,0.961553,2461.0,0.117647,15.203,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.040181,0.943124,12.38081,22.127882,30.440838,0.94785,2461.0,0.123723,15.707,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.029902,0.946497,12.18659,21.565586,28.696867,0.948226,2461.0,0.123383,15.065,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Physical-delete,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.029378,0.940107,12.1012,22.257375,34.220049,0.955185,2461.0,0.114245,15.22,0.406339,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,0,0.0,0.09753979,0.11257298,0.12421759,0.0,0.07041,0.960367,11.106443,20.337916,28.811828,1.069524,10931.0,230.825495,13.535,0.091483,0.09090099
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,1,0.0,0.09454069,0.11229566,0.13187246,0.0,0.069454,0.960801,10.50908,20.236206,26.698661,1.084449,10931.0,205.168347,14.828,0.091483,0.09011999
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,2,0.0,0.0747541,0.09997893,0.11707774,0.0,0.066122,0.961537,11.271024,19.644832,30.334445,1.051884,10931.0,197.22339,15.909,0.091483,0.07391007
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,3,0.0,0.08391327,0.11436808,0.11997776,0.0,0.068629,0.955473,11.795567,19.22968,30.025409,1.081194,10931.0,216.09695,15.797,0.091483,0.08325967
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,4,0.0,0.08098676,0.10598449,0.12286137,0.0,0.071072,0.962063,11.329247,19.935111,28.112744,1.056353,10931.0,221.883857,16.307,0.091483,0.08023568
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,5,0.0,0.08572501,0.12153149,0.14703011,0.0,0.070604,0.958384,10.881309,20.173631,27.873184,1.062295,10931.0,229.079845,16.03,0.091483,0.08705304
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,6,0.0,0.08764507,0.11376484,0.13390244,0.0,0.064413,0.953107,10.813965,21.095287,30.025806,1.044438,10931.0,198.191194,16.255,0.091483,0.08452806
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,7,0.0,0.0856803,0.10793921,0.12954579,0.0,0.072,0.960286,10.934618,17.90224,31.189654,1.060261,10931.0,212.699252,14.752,0.091483,0.08334809
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,8,0.0,0.08575597,0.10484713,0.11678301,0.0,0.073246,0.959069,10.962318,20.117916,27.028129,1.046322,10931.0,213.789913,14.876,0.091483,0.08090874
MIMIC-IV-CaseStudy,1800000,1800000,Periodic-rebuild,cluster,0.4,9,0.0,0.08524263,0.11333668,0.12972566,0.0,0.067669,0.958429,10.956572,19.216448,33.257657,1.059973,10931.0,226.579913,15.124,0.091483,0.08313368
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.003069,0.972684,8.812697,15.741401,22.172415,37.800786,4000.0,0.077258,34.201,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.005435,0.97059,9.074968,16.841959,21.854146,37.953966,4000.0,0.080822,32.225,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.000511,0.973892,9.199604,15.742551,25.929695,37.528893,4000.0,0.077652,31.745,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.012196,0.970043,9.203358,16.023109,23.518067,38.431606,4000.0,0.073715,29.65,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.007487,0.969755,8.546308,17.034195,23.745604,37.666218,4000.0,0.083488,30.604,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.973718,8.968,17.036202,24.060932,38.081254,4000.0,0.081783,31.556,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.004896,0.971816,8.762754,17.118564,24.027616,38.109973,4000.0,0.081152,33.425,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.007471,0.974347,8.629366,17.090843,24.415466,38.388918,4000.0,0.080891,30.326,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.00037,0.977804,8.908403,16.703421,25.353519,38.184364,4000.0,0.07917,32.833,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.006557,0.969366,9.103797,16.62834,22.933237,37.952846,4000.0,0.080364,27.155,0.25,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.009851,0.974228,8.664546,17.09246,23.508515,2988.176138,3503.88,0.062346,69.462,0.285139,
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.006306,0.974721,8.89084,15.155665,24.149437,3055.919789,3282.169,0.064139,64.293,0.282085,
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.000361,0.97219,9.140633,16.676958,22.854971,3037.333309,3427.263,0.061067,78.791,0.291472,
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.97708,8.878178,16.456217,23.786962,2986.335773,3349.014,0.059593,70.734,0.290519,
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.006206,0.973944,8.555602,15.792096,23.737475,3015.222586,3653.243,0.054883,75.975,0.27,
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.002127,0.976751,8.749133,16.564539,21.713223,3006.941486,3546.764,0.062554,73.623,0.294812,
