dataset,N,N_indexed,method,user_type,frac,seed,topk_drift_before_after,recall_before,recall_after,route_trace_drift_before_after,latency_delta_ms,distance_computation_delta_rate,expanded_nodes_delta_rate
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.3,4,0.001266,0.971659,0.971213,0.001,0.006899,0.001554,0.001786
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.3,5,0.002606,0.969101,0.970598,0.002518,0.019882,0.001697,0.003234
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.3,6,0.001642,0.970029,0.970472,0.001704,0.012502,0.003642,0.002247
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.3,7,0.001786,0.970955,0.969385,0.000833,0.014806,0.003448,0.001247
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.3,8,0.001259,0.971606,0.973041,0.001664,0.023565,0.002378,0.001148
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.3,9,0.002981,0.969484,0.969494,0.001655,0.012883,0.003041,0.001421
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,0,0.014911,0.972597,0.968963,0.011738,0.019277,0.003831,0.001804
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,1,0.013283,0.972341,0.968476,0.011857,0.00653,0.000897,0.00257
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,2,0.013331,0.969835,0.971154,0.012156,0.00793,0.0,0.002028
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,3,0.010392,0.970739,0.970508,0.009173,0.020915,0.000365,0.00226
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,4,0.013402,0.971065,0.971825,0.010677,0.009071,0.002853,7.9e-05
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,5,0.015227,0.97189,0.96882,0.012961,0.022711,0.002956,0.002275
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,6,0.013411,0.972587,0.970534,0.010018,0.011568,0.002918,0.0034
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,7,0.012161,0.969472,0.969469,0.009172,0.017099,0.003545,0.001321
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,8,0.01154,0.971279,0.968093,0.010552,0.013827,0.003052,0.002245
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.4,9,0.014841,0.970715,0.973198,0.011365,0.011305,0.000534,0.002602
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,0,0.046595,0.970501,0.970406,0.037926,0.007498,0.003372,0.002305
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,1,0.041551,0.971013,0.970899,0.033716,0.024559,0.001291,0.001624
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,2,0.037267,0.970852,0.968961,0.030679,0.013143,2e-05,0.001331
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,3,0.038951,0.96983,0.969611,0.028853,0.022323,0.002639,0.001828
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,4,0.042102,0.970318,0.970061,0.034185,0.011414,0.002579,0.002546
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,5,0.037903,0.973877,0.972034,0.031873,0.014811,0.001126,0.001363
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,6,0.048052,0.970789,0.969559,0.040426,0.017188,0.002072,0.000306
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,7,0.039758,0.975038,0.970525,0.032806,0.003094,0.002352,0.002241
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,8,0.04661,0.970569,0.972024,0.036708,0.024953,0.0026,0.002449
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.4,9,0.044197,0.969688,0.971361,0.036302,0.026527,0.00369,0.001359
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,0,0.002642,0.970988,0.970427,0.002834,0.019955,0.001574,0.001306
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,1,0.001819,0.972275,0.971328,0.0,0.009592,0.001292,0.003904
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,2,0.003916,0.969181,0.9698,0.002309,0.014035,0.0,4.6e-05
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,3,0.002771,0.972046,0.970423,0.00293,0.014454,0.002642,0.003479
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,4,0.003223,0.972369,0.972755,0.001038,0.013103,0.00078,0.000981
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,5,0.003382,0.970904,0.96861,0.002889,0.010299,0.003072,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,6,0.001835,0.972567,0.969146,0.003505,0.011113,0.000994,0.002123
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,7,0.004214,0.968353,0.9713,0.002952,0.019281,0.001606,0.003396
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,8,0.00302,0.968619,0.969944,0.00143,0.017983,0.004212,0.001946
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.4,9,0.002636,0.970972,0.972687,0.0,0.013036,0.000948,0.001446
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,0,0.001661,0.972874,0.969632,0.001212,0.019806,0.002396,0.002091
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,1,0.001201,0.971499,0.969842,0.000797,0.014414,0.002688,0.002137
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,2,0.002296,0.972542,0.970185,0.003065,0.025343,0.002483,0.002203
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,3,0.00176,0.971251,0.969726,0.0,0.021524,0.001611,0.001965
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,4,0.003229,0.970752,0.971755,0.003485,0.023065,0.000812,0.001371
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,5,0.001952,0.969789,0.968302,0.000797,0.010053,0.001849,0.000521
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,6,0.002115,0.972797,0.969529,0.000338,0.007938,0.00081,0.001493
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,7,0.00263,0.969101,0.970871,0.0,0.006162,0.002457,0.002311
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,8,0.002151,0.969944,0.972517,0.000789,0.015952,0.000757,0.00355
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.4,9,0.002635,0.969649,0.97189,0.001873,0.013219,0.00321,0.001108
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,0,0.015361,0.971071,0.972384,0.013446,0.007865,0.0029,0.001458
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,1,0.012359,0.968433,0.970978,0.011801,0.009321,0.000733,0.003055
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,2,0.01368,0.972958,0.970655,0.011321,0.017017,0.000383,0.001006
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,3,0.014916,0.970621,0.967794,0.010872,0.011093,0.00152,0.00168
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,4,0.016165,0.970773,0.971633,0.01364,0.009571,0.002522,0.001239
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,5,0.012729,0.971328,0.971133,0.01031,0.014041,0.002974,0.003213
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,6,0.014906,0.969673,0.970925,0.012413,0.010386,0.002312,0.001763
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,7,0.010808,0.972442,0.971362,0.009761,0.020368,0.001173,0.002212
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,8,0.015357,0.971279,0.970495,0.012213,0.017126,0.0,0.001556
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.5,9,0.013329,0.970611,0.974677,0.011172,0.02457,0.003135,0.002199
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,0,0.047558,0.970739,0.973467,0.037601,0.013077,0.001213,0.002654
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,1,0.040643,0.967963,0.971131,0.032423,0.016966,0.00219,0.001623
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,2,0.052751,0.972838,0.97423,0.042249,0.014224,0.00214,0.001638
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,3,0.043593,0.970083,0.969154,0.036096,0.010402,0.001465,0.001186
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,4,0.042134,0.970476,0.970882,0.033889,0.016929,0.000616,0.001856
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,5,0.037096,0.974878,0.970688,0.029946,0.01614,0.002455,0.002494
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,6,0.049261,0.97392,0.969043,0.039123,0.021983,0.003704,0.002151
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,7,0.042893,0.971764,0.971052,0.033614,0.01704,0.001774,0.000921
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,8,0.03984,0.970465,0.970025,0.034505,0.006234,0.003442,0.001384
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.5,9,0.040057,0.969523,0.970679,0.032955,0.026346,0.001106,0.003288
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,0,0.001309,0.972778,0.970645,0.001295,0.004274,0.001611,0.002273
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,1,0.00202,0.97322,0.97153,0.001188,0.019686,0.002534,0.001897
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,2,0.003925,0.972286,0.969121,0.005005,0.0,0.000993,0.001955
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,3,0.004329,0.969619,0.97054,0.004221,0.009422,0.002509,0.001193
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,4,0.002903,0.971815,0.970075,0.003826,0.008416,0.00166,0.00049
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,5,0.002873,0.970705,0.969722,0.003245,0.024714,0.001849,0.003058
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,6,0.003293,0.973024,0.969122,0.001481,0.024479,0.00118,0.003344
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,7,0.0024,0.972961,0.969684,0.001347,0.025666,0.003157,0.002068
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,8,0.003547,0.972071,0.971723,0.004851,0.012264,0.000692,0.003138
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.5,9,0.004666,0.973006,0.97012,0.003462,0.014,0.00284,0.001459
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,0,0.002815,0.971979,0.970775,0.003712,0.005911,0.002725,0.00194
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,1,0.002237,0.972852,0.973396,0.001713,0.006609,0.0006,0.000815
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,2,0.004454,0.970277,0.970535,0.003846,0.021165,0.002454,0.00138
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,3,0.003373,0.971553,0.96824,0.000569,0.008919,0.002117,0.002001
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,4,0.00212,0.973032,0.969487,0.002004,0.00553,0.000884,0.000513
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,5,0.001536,0.967608,0.970659,0.002001,0.024365,0.003077,0.000267
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,6,0.003901,0.973407,0.969355,0.003206,0.021366,0.000938,0.00264
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,7,0.003999,0.971141,0.972212,0.003667,0.016727,0.003296,0.00286
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,8,0.003371,0.971795,0.969029,0.001941,0.029149,0.001949,0.002674
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.5,9,0.003941,0.970544,0.96873,0.002383,0.005945,0.000728,0.00161
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,0,0.004147,0.971013,0.972365,0.003187,0.036843,0.001234,0.001814
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,1,0.00635,0.973914,0.969359,0.00559,0.010645,0.000713,0.00323
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,2,0.005757,0.970766,0.969849,0.004322,0.018423,0.003231,0.001989
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,3,0.008183,0.968668,0.972483,0.004628,0.019481,0.001461,2.1e-05
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,4,0.010135,0.968253,0.973519,0.009299,0.023903,0.002753,0.002609
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,5,0.010253,0.974191,0.971217,0.008352,0.014263,0.001361,0.002297
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,6,0.008007,0.970437,0.969757,0.008234,0.008124,0.002837,0.002552
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,7,0.004325,0.964912,0.972012,0.004803,0.016165,0.001209,0.001681
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,8,0.006819,0.97268,0.970642,0.00534,0.012676,0.004222,0.000707
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.1,9,0.009492,0.971341,0.972004,0.007658,0.012573,0.000896,0.003395
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,0,0.001241,0.969254,0.969125,0.001252,0.009126,0.002483,0.002507
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,1,0.0,0.970572,0.968654,0.001279,0.014972,0.001513,0.000856
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,2,0.000909,0.971477,0.968843,0.000237,0.008304,0.002894,0.003403
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,3,0.000928,0.969436,0.973203,0.0,0.017972,0.0,0.00096
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,4,0.002702,0.970029,0.970197,0.002703,0.009408,0.0,0.002461
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,5,0.001571,0.967747,0.969519,0.000886,0.011684,0.0,0.002443
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,6,0.002711,0.969699,0.97218,0.002232,0.02813,0.002629,0.001679
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,7,0.002175,0.970818,0.96988,0.001912,0.011853,0.002952,0.000531
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,8,0.002635,0.971938,0.968173,0.001569,0.021151,0.001497,0.002412
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.1,9,0.00222,0.97201,0.971727,0.000281,0.010646,0.00056,0.002309
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,0,0.003603,0.968089,0.971977,0.002613,0.020756,0.001653,0.001243
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,1,0.000223,0.970834,0.971324,0.000639,0.012815,0.002304,0.002523
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,2,0.002218,0.966796,0.971161,0.00065,0.016453,0.00235,0.002079
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,3,0.001638,0.973336,0.972292,0.002114,0.010934,0.00271,0.002766
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,4,0.002162,0.976124,0.970794,0.000677,0.014215,0.002842,0.001567
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,5,0.001456,0.974462,0.972077,0.001413,0.014864,0.002664,0.001504
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,6,0.002824,0.971507,0.972987,0.001907,0.009275,0.001543,0.001384
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,7,0.002306,0.971013,0.968446,0.001197,0.017265,0.002247,0.002246
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,8,0.001924,0.972527,0.96864,0.001518,0.018564,0.001842,0.003464
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.1,9,0.001424,0.970814,0.970165,0.001296,0.010066,0.002032,0.001391
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,0,0.001848,0.969604,0.97157,0.00065,0.023978,0.000395,0.002044
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,1,0.001355,0.971764,0.971693,0.001162,0.012907,0.002791,0.003263
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,2,0.001021,0.974421,0.969722,0.000843,0.016226,0.002286,0.000981
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,3,0.002463,0.972584,0.969639,0.001659,0.008369,0.002432,0.0027
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,4,0.00196,0.970228,0.971082,0.001519,0.01782,0.003729,0.001177
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,5,0.00158,0.970534,0.973146,0.0,0.018785,0.001489,0.002427
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,6,0.002693,0.972437,0.973451,0.000896,0.002735,0.001257,0.002554
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,7,0.00197,0.97118,0.967713,0.003266,0.012495,0.000559,0.002464
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,8,0.00221,0.969898,0.967429,0.002785,0.014727,0.001781,0.001887
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.1,9,0.002618,0.968233,0.969671,0.002028,0.015807,0.002013,0.002263
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,0,0.008523,0.97144,0.970378,0.006461,0.018847,0.004327,0.002779
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,1,0.009088,0.970037,0.970818,0.009019,0.017972,0.00298,0.003076
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,2,0.012386,0.971844,0.971165,0.010113,0.017455,0.002412,0.00254
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,3,0.009089,0.970643,0.972063,0.005877,0.018861,0.002697,0.002119
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,4,0.008436,0.969767,0.972728,0.008661,0.012338,0.001754,0.002894
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,5,0.009416,0.970017,0.971853,0.00811,0.010815,0.002081,0.002331
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,6,0.012131,0.970736,0.973312,0.009336,0.016462,0.00187,0.002174
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,7,0.012205,0.973768,0.972671,0.009175,0.015753,0.000452,0.002729
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,8,0.008106,0.968728,0.971291,0.007008,0.017072,0.001822,0.000905
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.2,9,0.009134,0.967628,0.968337,0.005554,0.015136,0.002812,0.001802
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,0,0.00121,0.968135,0.971912,0.002069,0.005321,0.001048,0.000568
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,1,0.003018,0.973366,0.970783,0.001054,0.01094,0.0,0.0
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,2,0.001035,0.97003,0.972047,0.0,0.007508,0.003971,0.0011
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,3,0.001906,0.97149,0.971892,0.002289,0.008374,0.00149,0.002037
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,4,0.002756,0.969315,0.96994,0.000244,0.011328,0.00227,0.004071
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,5,0.002357,0.972782,0.972785,0.004302,0.019111,0.001787,0.002527
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,6,0.001056,0.970019,0.969537,0.000279,0.019235,0.000929,0.00241
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,7,0.0022,0.969829,0.971907,0.000778,0.013776,0.000284,0.001519
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,8,0.002054,0.972702,0.970818,0.001094,0.012107,0.000397,0.000905
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,same_role_still_authorized,0.2,9,0.002771,0.97035,0.969126,0.003208,0.01712,0.002608,0.001747
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,0,0.002222,0.973228,0.970009,0.002233,0.021663,0.003203,0.000311
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,1,0.002022,0.971324,0.972327,0.001388,0.014587,0.001993,0.001605
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,2,0.002324,0.969032,0.96974,0.003304,0.017679,0.003092,0.002222
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,3,0.003433,0.972754,0.971131,0.001703,0.004602,0.000784,0.002502
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,4,0.0021,0.972381,0.972294,0.001392,0.01644,0.001969,0.000657
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,5,0.001836,0.969449,0.972628,0.001409,0.003293,0.002774,0.001564
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,6,0.002244,0.972823,0.972821,0.002474,0.015762,0.001653,0.001095
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,7,0.000929,0.972531,0.972188,0.0,0.014937,0.002719,0.002307
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,8,0.001996,0.972784,0.97002,0.0,0.013721,0.0,0.002309
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,different_role_still_authorized,0.2,9,0.002039,0.971563,0.97163,0.003385,0.010736,0.001306,0.000654
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,0,0.001027,0.970324,0.970635,0.001187,0.011274,0.000967,0.000799
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,1,0.000629,0.970214,0.970411,0.0,0.019308,0.004003,0.001402
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,2,0.002692,0.972256,0.970185,0.0,0.022378,0.002108,0.001428
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,3,0.001927,0.969169,0.97211,0.001612,0.013534,0.002113,0.003195
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,4,0.002264,0.970068,0.97069,0.001847,0.016392,0.001452,0.002584
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,5,0.002528,0.969566,0.972639,0.00094,0.009623,0.002198,0.004912
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,6,0.002949,0.972089,0.967662,0.002356,0.02319,0.001543,0.001719
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,7,0.001183,0.970563,0.970202,0.0,0.007193,0.001883,0.002749
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,8,0.002926,0.971251,0.970519,0.0007,0.013623,0.000768,0.002751
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,ancestor_descendant_still_authorized,0.2,9,0.004181,0.971783,0.968853,0.004841,0.017089,0.002099,0.001948
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.3,0,0.013615,0.97053,0.970676,0.011107,0.015345,0.001441,0.001617
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.3,1,0.011586,0.972105,0.970275,0.009503,0.014564,0.002858,0.00033
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.3,2,0.01015,0.971551,0.969881,0.006887,0.012626,0.00153,0.002643
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.3,3,0.010943,0.971708,0.972711,0.00757,0.01406,0.003143,0.0021
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.3,4,0.010814,0.97085,0.96869,0.010351,0.010429,0.002627,0.003411
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.3,5,0.007246,0.97214,0.970646,0.004066,0.025782,0.002073,0.002752
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,revoked_user,0.3,6,0.01219,0.972481,0.969076,0.011189,0.021592,0.001964,0.002504
